index,Player,#_x,Nation,Pos_x,Age,Min,Gls,Ast,PK,PKatt,Sh_x,SoT,CrdY_x,CrdR_x,Touches,Tkl_x,Int_x,Blocks_x,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,#_y,Pos_y,Tkl_y,TklW_x,Def 3rd,Mid 3rd,Att 3rd,Tkl_y,Att_y,Tkl%,Lost_x,Blocks_y,Sh_y,Pass,Int_y,Tkl+Int,Clr,Err,#,Pos,CrdY_y,CrdR_y,2CrdY,Fls,Fld,Off,Crs,Int,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost_y,Won%,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
2,Bernardo Silva,20.0,pt POR,RM,24-157,90,0,0,0,0,1,0,0,0,76,1,0,1,0.0,0.0,0.1,6,0,62,69,89.9,9,44,3,0,0,20.0,RM,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0,20.0,RM,0,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,219
3,Danilo,3.0,br BRA,LB,27-183,90,0,0,0,0,2,0,0,0,167,1,2,1,0.1,0.1,0.1,6,0,139,154,90.3,16,83,6,0,0,3.0,LB,1,1,0,1,0,1,2,50.0,1,1,0,1,2,3,1,0,3.0,LB,0,0,0,2,0,0,1,2,1,0,0,0,8,5,2,71.4,,,,,,,,,,,,,,,,,,,,,1,219
4,David Silva,21.0,es ESP,LM,33-006,61,0,0,0,0,1,1,0,0,92,0,0,0,0.0,0.0,0.1,4,0,74,90,82.2,10,46,8,0,0,21.0,LM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,21.0,LM,0,0,0,0,0,0,5,0,0,0,0,0,3,2,2,50.0,,,,,,,,,,,,,,,,,,,,,1,219
5,Ederson,31.0,br BRA,GK,25-150,90,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,0,0,23,23,100.0,0,7,0,0,0,31.0,GK,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,31.0,GK,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,0.0,0.0,0.0,,0.0,2.0,2.0,100.0,19.0,3.0,5.3,21.3,4.0,25.0,30.3,1.0,1.0,100.0,3.0,25.3,1,219
6,Fernandinho,25.0,br BRA,CM,33-255,90,0,0,0,0,3,1,1,0,120,2,2,0,0.1,0.1,0.0,6,0,98,110,89.1,11,63,2,0,0,25.0,CM,2,2,0,0,2,1,1,100.0,0,0,0,0,2,4,2,0,25.0,CM,1,0,0,1,0,0,0,2,2,0,0,0,9,2,2,50.0,,,,,,,,,,,,,,,,,,,,,1,219
7,Gabriel Jesus,33.0,br BRA,FW,21-286,75,2,0,1,1,2,1,0,0,34,0,1,1,1.5,0.8,0.1,4,0,17,21,81.0,0,14,2,1,1,33.0,FW,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,33.0,FW,0,0,0,2,0,0,0,1,0,0,0,0,2,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,219
8,John Stones,5.0,eng ENG,CB,24-231,90,0,0,0,0,0,0,0,0,96,1,1,1,0.0,0.0,0.0,0,0,87,90,96.7,6,64,4,0,0,5.0,CB,1,1,0,0,1,0,0,,0,1,1,0,1,2,0,0,5.0,CB,0,0,0,0,0,0,0,1,1,0,0,0,9,3,4,42.9,,,,,,,,,,,,,,,,,,,,,1,219
9,Kevin De Bruyne,17.0,be BEL,LM,27-200,29,0,0,0,0,2,1,0,0,52,0,0,0,0.1,0.1,0.0,4,0,36,47,76.6,8,25,1,1,0,17.0,LM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,17.0,LM,0,0,0,1,0,0,9,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,219
10,Kyle Walker,2.0,eng ENG,RB,28-231,90,0,0,0,0,2,1,0,0,124,1,0,0,0.0,0.0,0.0,2,0,107,116,92.2,5,58,4,4,3,2.0,RB,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,2.0,RB,0,0,0,0,0,1,4,0,0,0,0,0,7,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,219
11,Leroy Sané,19.0,de GER,LW,23-003,73,0,1,0,0,4,0,0,0,61,1,0,1,0.2,0.2,1.2,5,1,40,48,83.3,3,33,2,5,3,19.0,LW,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,19.0,LW,0,0,0,0,0,1,4,0,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,1,219
12,Raheem Sterling,7.0,eng ENG,RW,24-037,90,0,0,0,0,3,2,0,0,61,0,1,0,0.6,0.6,0.3,8,2,41,49,83.7,3,33,4,8,5,7.0,RW,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,7.0,RW,0,0,0,0,1,1,3,1,0,1,0,0,3,3,0,100.0,,,,,,,,,,,,,,,,,,,,,1,219
13,Sergio Agüero,10.0,ar ARG,FW,30-226,15,0,0,0,0,1,0,0,0,16,0,1,0,0.0,0.0,0.0,0,0,10,12,83.3,2,9,0,0,0,10.0,FW,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,10.0,FW,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,219
0,14 Players,,,,,918,0,0,0,0,3,0,0,1,408,18,10,16,0.1,0.1,0.1,1,0,199,297,67.0,11,164,5,13,9,,,18,8,13,4,1,9,21,42.9,12,16,8,8,10,28,36,0,,,0,1,0,3,6,1,1,10,8,0,1,1,42,16,21,43.2,,,,,,,,,,,,,,,,,,,,,0,219
1,Adama Traoré,37.0,es ESP,FW,22-354,45,0,0,0,0,1,0,0,0,21,3,0,0,0.1,0.1,0.0,0,0,9,11,81.8,0,11,2,5,5,37.0,FW,3,3,2,1,0,0,0,,0,0,0,0,0,3,0,0,37.0,FW,0,0,0,0,1,1,0,0,3,0,0,0,5,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,219
2,Conor Coady,16.0,eng ENG,CB,25-323,90,0,0,0,0,0,0,0,0,45,0,1,0,0.0,0.0,0.0,0,0,25,36,69.4,0,24,0,1,1,16.0,CB,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,0,16.0,CB,0,0,0,0,1,0,0,1,0,0,0,1,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,219
3,Diogo Jota,18.0,pt POR,"CM,FW",22-041,58,0,0,0,0,0,0,0,0,19,0,1,0,0.0,0.0,0.0,0,0,12,16,75.0,0,11,2,0,0,18.0,"CM,FW",0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,18.0,"CM,FW",0,0,0,0,1,0,0,1,0,0,0,0,4,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,219
4,Jonny Castro,19.0,es ESP,WB,24-317,90,0,0,0,0,0,0,0,0,38,1,4,2,0.0,0.0,0.1,0,0,21,25,84.0,1,16,0,1,0,19.0,WB,1,1,0,1,0,1,2,50.0,1,2,1,1,4,5,4,0,19.0,WB,0,0,0,0,0,0,0,4,1,0,0,0,4,2,3,40.0,,,,,,,,,,,,,,,,,,,,,0,219
5,João Moutinho,28.0,pt POR,CM,32-128,71,0,0,0,0,0,0,0,0,28,2,3,1,0.0,0.0,0.0,0,0,15,21,71.4,2,9,0,2,2,28.0,CM,2,0,2,0,0,1,4,25.0,3,1,1,0,3,5,1,0,28.0,CM,0,0,0,0,2,0,0,3,0,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,219
6,Leander Dendoncker,32.0,be BEL,"CB,CM",23-274,90,0,0,0,0,0,0,0,0,42,4,0,3,0.0,0.0,0.0,0,0,26,29,89.7,1,18,0,0,0,32.0,"CB,CM",4,0,3,1,0,2,2,100.0,0,3,2,1,0,4,5,0,32.0,"CB,CM",0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,219
7,Matt Doherty,2.0,ie IRL,WB,26-363,90,0,0,0,0,0,0,0,0,47,2,0,3,0.0,0.0,0.0,0,0,19,32,59.4,1,12,0,0,0,2.0,WB,2,2,2,0,0,2,2,100.0,0,3,2,1,0,2,7,0,2.0,WB,0,0,0,0,0,0,0,0,2,0,0,0,4,5,6,45.5,,,,,,,,,,,,,,,,,,,,,0,219
8,Morgan Gibbs-White,17.0,eng ENG,CM,18-352,19,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,7,0,3,1,17.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.0,CM,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,219
9,Raúl Jiménez,9.0,mx MEX,FW,27-254,45,0,0,0,0,0,0,0,0,17,0,0,1,0.0,0.0,0.0,0,0,8,13,61.5,2,9,1,1,0,9.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,9.0,FW,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,219
10,Romain Saïss,27.0,ma MAR,CM,28-294,32,0,0,0,0,0,0,0,0,19,1,1,1,0.0,0.0,0.0,0,0,8,14,57.1,2,6,0,0,0,27.0,CM,1,0,1,0,0,0,2,0.0,2,1,1,0,1,2,2,0,27.0,CM,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,219
11,Rui Patrício,11.0,pt POR,GK,30-333,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,18,40,45.0,0,17,0,0,0,11.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.0,3.0,7.0,77.8,2.8,10.0,29.0,34.5,23.0,1.0,60.9,41.4,17.0,88.2,51.1,23.0,0.0,0.0,0.0,,0,219
12,Ryan Bennett,5.0,eng ENG,CB,28-314,90,0,0,0,0,0,0,0,0,22,1,0,3,0.0,0.0,0.1,1,0,7,12,58.3,0,3,0,0,0,5.0,CB,1,1,1,0,0,1,1,100.0,0,3,1,2,0,1,6,0,5.0,CB,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,219
13,Rúben Neves,8.0,pt POR,CM,21-307,90,0,0,0,0,1,0,0,0,51,4,0,2,0.0,0.0,0.0,0,0,26,39,66.7,2,19,0,0,0,8.0,CM,4,1,2,1,1,2,5,40.0,3,2,0,2,0,4,3,0,8.0,CM,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,219
0,13 Players,,,,,990,4,4,0,0,12,7,3,0,553,20,13,15,1.9,1.9,1.9,23,7,293,426,68.8,30,205,16,9,5,,,20,10,8,11,1,8,25,32.0,17,15,5,10,13,33,30,3,,,3,0,0,11,10,1,18,13,10,0,0,1,61,30,34,46.9,,,,,,,,,,,,,,,,,,,,,1,220
1,Conor Coady,16.0,eng ENG,CB,25-328,90,0,0,0,0,0,0,0,0,39,1,0,1,0.0,0.0,0.0,2,1,24,33,72.7,3,21,0,0,0,16.0,CB,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,2,0,16.0,CB,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,220
2,Diogo Jota,18.0,pt POR,FW,22-046,90,3,0,0,0,4,4,1,0,44,1,1,1,1.5,1.5,0.1,2,0,18,29,62.1,4,18,3,3,1,18.0,FW,1,0,0,0,1,0,2,0.0,2,1,0,1,1,2,1,0,18.0,FW,1,0,0,2,1,1,2,1,0,0,0,0,3,3,5,37.5,,,,,,,,,,,,,,,,,,,,,1,220
3,Jonny Castro,19.0,es ESP,WB,24-322,90,0,0,0,0,0,0,1,0,60,1,1,2,0.0,0.0,0.0,2,0,31,47,66.0,1,18,2,1,1,19.0,WB,1,1,0,1,0,1,3,33.3,2,2,0,2,1,2,4,1,19.0,WB,1,0,0,1,1,0,1,1,1,0,0,0,9,3,7,30.0,,,,,,,,,,,,,,,,,,,,,1,220
4,João Moutinho,28.0,pt POR,CM,32-133,80,0,2,0,0,1,0,0,0,58,2,1,3,0.0,0.0,0.5,4,2,37,45,82.2,4,18,1,2,1,28.0,CM,2,1,0,2,0,1,2,50.0,1,3,0,3,1,3,3,0,28.0,CM,0,0,0,2,2,0,4,1,1,0,0,0,7,3,3,50.0,,,,,,,,,,,,,,,,,,,,,1,220
5,Leander Dendoncker,32.0,be BEL,CM,23-279,90,0,0,0,0,0,0,0,0,43,3,1,1,0.0,0.0,0.0,2,0,21,30,70.0,3,13,1,0,0,32.0,CM,3,1,1,2,0,0,5,0.0,5,1,1,0,1,4,5,0,32.0,CM,0,0,0,2,0,0,0,1,1,0,0,0,2,4,3,57.1,,,,,,,,,,,,,,,,,,,,,1,220
6,Matt Doherty,2.0,ie IRL,WB,27-003,18,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.0,0,0,5,11,45.5,0,5,0,0,0,2.0,WB,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2.0,WB,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,100.0,,,,,,,,,,,,,,,,,,,,,1,220
7,Morgan Gibbs-White,17.0,eng ENG,CM,18-357,10,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,2,0,0,0,17.0,CM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,17.0,CM,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,220
8,Raúl Jiménez,9.0,mx MEX,FW,27-259,90,0,1,0,0,2,1,0,0,56,1,3,0,0.1,0.1,0.7,5,2,30,37,81.1,4,24,4,0,0,9.0,FW,1,0,0,1,0,0,1,0.0,1,0,0,0,3,4,3,0,9.0,FW,0,0,0,2,2,0,1,3,0,0,0,0,2,5,8,38.5,,,,,,,,,,,,,,,,,,,,,1,220
9,Romain Saïss,27.0,ma MAR,CB,28-299,90,0,0,0,0,0,0,0,0,61,2,1,2,0.0,0.0,0.0,0,0,34,52,65.4,2,17,0,0,0,27.0,CB,2,2,1,1,0,1,3,33.3,2,2,1,1,1,3,5,0,27.0,CB,0,0,0,1,0,0,0,1,2,0,0,0,6,3,3,50.0,,,,,,,,,,,,,,,,,,,,,1,220
10,Rui Patrício,11.0,pt POR,GK,30-338,90,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,0,0,8,20,40.0,0,7,0,0,0,11.0,GK,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,1,11.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6.0,3.0,4.0,50.0,1.4,4.0,15.0,26.7,11.0,1.0,63.6,40.5,9.0,88.9,52.2,19.0,0.0,0.0,0.0,7.3,1,220
11,Ryan Bennett,5.0,eng ENG,CB,28-319,90,1,0,0,0,1,1,1,0,29,3,2,1,0.1,0.1,0.0,1,0,15,20,75.0,1,8,0,0,0,5.0,CB,3,3,3,0,0,1,2,50.0,1,1,1,0,2,5,2,0,5.0,CB,1,0,0,1,0,0,0,2,3,0,0,0,4,2,3,40.0,,,,,,,,,,,,,,,,,,,,,1,220
12,Rúben Neves,8.0,pt POR,CM,21-312,90,0,1,0,0,3,1,0,0,62,2,2,3,0.1,0.1,0.5,4,2,38,51,74.5,7,31,0,0,0,8.0,CM,2,0,1,1,0,1,3,33.3,2,3,1,2,2,4,1,0,8.0,CM,0,0,0,0,1,0,0,2,0,0,0,0,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,220
0,14 Players,,,,,990,2,2,0,0,16,6,3,0,628,14,10,13,1.9,1.9,1.4,25,4,360,505,71.3,39,347,17,25,17,,,14,5,6,6,2,4,9,44.4,5,13,2,11,10,24,21,0,,,3,0,0,10,11,0,22,10,5,0,0,0,49,34,30,53.1,,,,,,,,,,,,,,,,,,,,,0,220
1,Ben Chilwell,3.0,eng ENG,LB,22-029,90,0,0,0,0,0,0,0,0,88,0,1,1,0.0,0.0,0.0,1,0,50,78,64.1,6,56,5,4,4,3.0,LB,0,0,0,0,0,0,2,0.0,2,1,1,0,1,1,3,0,3.0,LB,0,0,0,0,0,0,3,1,0,0,0,0,1,5,2,71.4,,,,,,,,,,,,,,,,,,,,,0,220
2,Danny Simpson,2.0,eng ENG,RB,32-015,82,0,0,0,0,0,0,0,0,72,4,2,2,0.0,0.0,0.0,1,0,40,58,69.0,4,37,0,0,0,2.0,RB,4,0,3,1,0,1,2,50.0,1,2,0,2,2,6,1,0,2.0,RB,0,0,0,0,0,0,1,2,0,0,0,0,4,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,220
3,Demarai Gray,7.0,jm JAM,"AM,RW,LW",22-205,90,1,0,0,0,6,3,0,0,53,1,0,0,0.4,0.4,0.5,4,1,18,37,48.6,2,35,5,7,4,7.0,"AM,RW,LW",1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,7.0,"AM,RW,LW",0,0,0,0,0,0,10,0,0,0,0,0,7,2,3,40.0,,,,,,,,,,,,,,,,,,,,,0,220
4,Harry Maguire,15.0,eng ENG,CB,25-320,47,0,0,0,0,1,0,0,0,30,0,0,0,0.5,0.5,0.0,1,0,21,28,75.0,1,12,0,0,0,15.0,CB,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,15.0,CB,0,0,0,0,1,0,0,0,0,0,0,0,3,6,1,85.7,,,,,,,,,,,,,,,,,,,,,0,220
5,Harvey Barnes,19.0,eng ENG,LW,21-041,72,0,0,0,0,3,1,0,0,27,0,0,0,0.1,0.1,0.0,3,0,16,21,76.2,4,20,1,1,1,19.0,LW,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,19.0,LW,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,220
6,James Maddison,10.0,eng ENG,"LW,AM",22-057,18,0,1,0,0,1,0,0,0,21,1,0,1,0.2,0.2,0.3,1,1,14,17,82.4,0,10,0,0,0,10.0,"LW,AM",1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0,10.0,"LW,AM",0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,220
7,Jamie Vardy,9.0,eng ENG,FW,32-008,90,0,1,0,0,1,1,0,0,35,1,0,0,0.3,0.3,0.3,6,1,16,24,66.7,3,17,1,3,2,9.0,FW,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,9.0,FW,0,0,0,1,1,0,1,0,1,0,0,0,7,2,4,33.3,,,,,,,,,,,,,,,,,,,,,0,220
8,Jonny Evans,6.0,nir NIR,CB,31-016,43,0,0,0,0,0,0,0,0,34,0,2,0,0.0,0.0,0.0,0,0,21,26,80.8,1,15,0,0,0,6.0,CB,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,6.0,CB,0,0,0,0,1,0,0,2,0,0,0,0,3,3,1,75.0,,,,,,,,,,,,,,,,,,,,,0,220
9,Kasper Schmeichel,1.0,dk DEN,GK,32-075,90,0,0,0,0,0,0,0,0,36,1,1,0,0.0,0.0,0.0,0,0,22,33,66.7,0,21,0,0,0,1.0,GK,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,1.0,GK,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,7.0,4.0,3.0,42.9,2.9,10.0,21.0,47.6,30.0,8.0,60.0,38.6,3.0,100.0,59.0,14.0,0.0,0.0,1.0,15.8,0,220
10,Kelechi Iheanacho,8.0,ng NGA,AM,22-108,8,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,1,2,0,0,0,8.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.0,AM,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,220
11,Nampalys Mendy,24.0,sn SEN,DM,26-210,90,0,0,0,0,0,0,1,0,47,0,0,0,0.0,0.0,0.0,1,1,37,43,86.0,4,34,0,1,1,24.0,DM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,24.0,DM,1,0,0,2,5,0,0,0,0,0,0,0,5,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,220
12,Ricardo Pereira,14.0,pt POR,"RW,RB",25-105,90,0,0,0,0,3,0,1,0,65,2,2,6,0.1,0.1,0.3,5,0,32,39,82.1,5,32,4,8,4,14.0,"RW,RB",2,1,1,0,1,0,0,,0,6,1,5,2,4,2,0,14.0,"RW,RB",1,0,0,5,3,0,2,2,1,0,0,0,4,2,3,40.0,,,,,,,,,,,,,,,,,,,,,0,220
13,Wes Morgan,5.0,jm JAM,CB,34-363,90,1,0,0,0,1,1,0,0,49,1,1,0,0.3,0.3,0.0,0,0,29,41,70.7,4,24,1,0,0,5.0,CB,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,3,0,5.0,CB,0,0,0,0,0,0,0,1,0,0,0,0,5,9,2,81.8,,,,,,,,,,,,,,,,,,,,,0,220
0,13 Players,,,,,990,0,0,0,0,9,3,1,0,576,17,10,3,1.3,1.3,1.3,16,0,334,451,74.1,35,315,15,6,3,,,17,14,11,6,0,9,14,64.3,5,3,2,1,10,27,36,1,,,1,0,0,14,9,2,14,10,14,0,0,0,43,36,39,48.0,,,,,,,,,,,,,,,,,,,,,1,221
1,Adrian Mariappa,6.0,jm JAM,"CB,RB",32-108,90,0,0,0,0,0,0,0,0,75,3,2,1,0.0,0.0,0.0,0,0,47,58,81.0,2,42,0,1,0,6.0,"CB,RB",3,3,2,1,0,2,2,100.0,0,1,0,1,2,5,8,1,6.0,"CB,RB",0,0,0,3,0,0,0,2,3,0,0,0,6,7,4,63.6,,,,,,,,,,,,,,,,,,,,,1,221
2,Ben Foster,26.0,eng ENG,GK,35-291,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,18,48,37.5,0,19,0,0,0,26.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26.0,GK,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100.0,3.0,0.0,3.0,100.0,0.6,9.0,38.0,23.7,34.0,5.0,79.4,47.0,14.0,78.6,58.9,20.0,2.0,10.0,1.0,10.5,1,221
3,Christian Kabasele,27.0,be BEL,CB,27-329,90,0,0,0,0,0,0,0,0,64,1,2,1,0.0,0.0,0.0,1,0,39,49,79.6,0,32,0,0,0,27.0,CB,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,9,0,27.0,CB,0,0,0,3,0,0,0,2,1,0,0,0,5,5,6,45.5,,,,,,,,,,,,,,,,,,,,,1,221
4,Gerard Deulofeu,7.0,es ESP,"FW,AM",24-312,90,0,0,0,0,3,1,1,0,44,2,0,0,0.5,0.5,0.0,0,0,20,28,71.4,2,34,6,1,0,7.0,"FW,AM",2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,7.0,"FW,AM",1,0,0,0,0,1,6,0,2,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,221
5,Isaac Success,10.0,ng NGA,FW,23-012,35,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,4,5,80.0,1,5,0,0,0,10.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.0,FW,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,221
6,José Holebas,25.0,gr GRE,LB,34-206,90,0,0,0,0,1,0,0,0,55,3,0,0,0.0,0.0,0.0,0,0,33,46,71.7,2,26,0,0,0,25.0,LB,3,2,3,0,0,1,1,100.0,0,0,0,0,0,3,2,0,25.0,LB,0,0,0,1,1,0,2,0,2,0,0,0,3,3,3,50.0,,,,,,,,,,,,,,,,,,,,,1,221
7,Ken Sema,12.0,se SWE,AM,25-111,55,0,0,0,0,1,0,0,0,32,1,0,0,0.2,0.2,0.0,1,0,14,21,66.7,2,18,2,0,0,12.0,AM,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,12.0,AM,0,0,0,1,1,0,1,0,1,0,0,0,2,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,221
8,Kiko Femenía,21.0,es ESP,RB,27-351,76,0,0,0,0,0,0,0,0,69,3,4,0,0.0,0.0,0.5,3,0,51,56,91.1,7,41,2,0,0,21.0,RB,3,3,3,0,0,3,4,75.0,1,0,0,0,4,7,7,0,21.0,RB,0,0,0,1,0,0,4,4,3,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,1,221
9,Miguel Britos,3.0,uy URU,CB,33-186,14,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,3.0,CB,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,3.0,CB,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,221
10,Roberto Pereyra,37.0,ar ARG,AM,28-012,90,0,0,0,0,1,0,0,0,28,0,0,0,0.0,0.0,0.0,2,0,16,19,84.2,3,26,5,1,0,37.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,37.0,AM,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,221
11,Tom Cleverley,8.0,eng ENG,DM,29-160,90,0,0,0,0,1,1,0,0,55,2,0,0,0.1,0.1,0.0,3,0,33,43,76.7,3,25,0,0,0,8.0,DM,2,0,0,2,0,0,2,0.0,2,0,0,0,0,2,3,0,8.0,DM,0,0,0,2,1,0,0,0,0,0,0,0,5,2,2,50.0,,,,,,,,,,,,,,,,,,,,,1,221
12,Troy Deeney,9.0,eng ENG,FW,30-204,90,0,0,0,0,2,1,0,0,32,0,0,0,0.5,0.5,0.7,4,0,16,25,64.0,4,13,0,0,0,9.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,9.0,FW,0,0,0,1,0,0,0,0,0,0,0,0,2,8,14,36.4,,,,,,,,,,,,,,,,,,,,,1,221
0,11 Players,,,,,990,0,0,0,0,12,3,2,0,487,12,9,6,1.9,1.9,1.2,21,0,238,387,61.5,28,173,3,14,5,,,12,5,5,5,2,3,6,50.0,3,6,3,3,9,21,20,0,,,2,0,0,9,13,8,25,9,5,0,0,0,65,39,36,52.0,,,,,,,,,,,,,,,,,,,,,0,221
1,Ashley Barnes,10.0,eng ENG,FW,29-081,90,0,0,0,0,3,1,0,0,30,0,0,0,0.9,0.9,0.0,2,0,11,19,57.9,1,15,0,2,0,10.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,10.0,FW,0,0,0,2,5,1,0,0,0,0,0,0,1,7,9,43.8,,,,,,,,,,,,,,,,,,,,,0,221
2,Ashley Westwood,18.0,eng ENG,CM,28-293,90,0,0,0,0,0,0,0,0,70,2,2,1,0.0,0.0,0.4,5,0,33,54,61.1,6,19,1,3,1,18.0,CM,2,1,1,1,0,0,1,0.0,1,1,0,1,2,4,2,0,18.0,CM,0,0,0,1,2,0,8,2,1,0,0,0,13,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,221
