index,Player,#_x,Nation,Pos_x,Age,Min,Gls,Ast,PK,PKatt,Sh_x,SoT,CrdY_x,CrdR_x,Touches,Tkl_x,Int_x,Blocks_x,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,#_y,Pos_y,Tkl_y,TklW_x,Def 3rd,Mid 3rd,Att 3rd,Tkl_y,Att_y,Tkl%,Lost_x,Blocks_y,Sh_y,Pass,Int_y,Tkl+Int,Clr,Err,#,Pos,CrdY_y,CrdR_y,2CrdY,Fls,Fld,Off,Crs,Int,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost_y,Won%,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
3,Ben Mee,6.0,eng ENG,CB,29-120,90,0,0,0,0,1,0,1,0,48,1,1,0,0.0,0.0,0.2,1,0,23,34,67.6,1,13,0,0,0,6.0,CB,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,10,0,6.0,CB,1,0,0,1,0,0,0,1,0,0,0,0,8,6,4,60.0,,,,,,,,,,,,,,,,,,,,,0,221
4,Charlie Taylor,3.0,eng ENG,LB,25-123,90,0,0,0,0,0,0,0,0,55,2,2,1,0.0,0.0,0.0,2,0,32,48,66.7,2,13,0,2,1,3.0,LB,2,1,1,1,0,0,0,,0,1,1,0,2,4,1,0,3.0,LB,0,0,0,0,0,0,1,2,1,0,0,0,9,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,221
5,Chris Wood,11.0,nz NZL,FW,27-043,90,0,0,0,0,1,0,0,0,34,0,0,1,0.1,0.1,0.4,1,0,20,26,76.9,2,17,0,0,0,11.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,11.0,FW,0,0,0,1,3,6,1,0,0,0,0,0,6,5,10,33.3,,,,,,,,,,,,,,,,,,,,,0,221
6,Dwight McNeil,31.0,eng ENG,LM,19-058,90,0,0,0,0,3,1,0,0,37,1,0,0,0.3,0.3,0.1,3,0,13,29,44.8,3,21,1,4,2,31.0,LM,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,31.0,LM,0,0,0,2,2,0,10,0,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,221
7,Jack Cork,4.0,eng ENG,CM,29-208,90,0,0,0,0,1,0,0,0,56,2,2,0,0.1,0.1,0.0,2,0,26,48,54.2,4,18,0,2,1,4.0,CM,2,0,0,1,1,1,1,100.0,0,0,0,0,2,4,0,0,4.0,CM,0,0,0,0,1,0,0,2,0,0,0,0,12,5,3,62.5,,,,,,,,,,,,,,,,,,,,,0,221
8,James Tarkowski,5.0,eng ENG,CB,26-061,90,0,0,0,0,1,0,0,0,38,1,2,2,0.1,0.1,0.0,0,0,16,29,55.2,3,10,0,0,0,5.0,CB,1,0,1,0,0,0,0,,0,2,2,0,2,3,2,0,5.0,CB,0,0,0,1,0,1,0,2,0,0,0,0,4,13,5,72.2,,,,,,,,,,,,,,,,,,,,,0,221
9,Jeff Hendrick,13.0,ie IRL,RM,26-353,90,0,0,0,0,1,1,0,0,44,3,0,1,0.4,0.4,0.0,5,0,28,35,80.0,3,20,1,1,0,13.0,RM,3,2,2,0,1,1,2,50.0,1,1,0,1,0,3,1,0,13.0,RM,0,0,0,0,0,0,1,0,2,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,221
10,Phil Bardsley,26.0,sct SCO,RB,33-205,90,0,0,0,0,1,0,1,0,46,0,0,0,0.0,0.0,0.0,0,0,25,39,64.1,3,17,0,0,0,26.0,RB,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,26.0,RB,1,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,221
0,14 Players,,,,,990,2,1,1,1,19,4,1,0,650,12,5,12,2.4,1.7,1.3,38,4,457,551,82.9,45,331,21,15,8,,,12,9,7,2,3,5,9,55.6,4,12,1,11,5,17,17,0,,,1,0,0,11,11,1,16,5,9,1,0,0,46,19,20,48.7,,,,,,,,,,,,,,,,,,,,,1,222
1,Ander Herrera,21.0,es ESP,"RM,DM",29-158,90,0,0,0,0,1,1,0,0,69,0,2,4,0.0,0.0,0.0,3,0,56,62,90.3,4,31,1,0,0,21.0,"RM,DM",0,0,0,0,0,0,0,,0,4,0,4,2,2,1,0,21.0,"RM,DM",0,0,0,1,3,0,1,2,0,0,0,0,4,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,222
2,Anthony Martial,11.0,fr FRA,LW,23-045,82,0,0,0,0,2,1,0,0,51,1,0,1,0.4,0.4,0.1,5,0,33,43,76.7,2,28,3,6,4,11.0,LW,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,11.0,LW,0,0,0,1,2,1,2,0,1,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,222
3,Ashley Young,18.0,eng ENG,RB,33-194,90,0,0,0,0,0,0,0,0,57,2,2,0,0.0,0.0,0.2,4,0,31,49,63.3,1,19,2,0,0,18.0,RB,2,2,1,1,0,1,2,50.0,1,0,0,0,2,4,1,0,18.0,RB,0,0,0,2,1,0,12,2,2,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,222
4,David de Gea,1.0,es ESP,GK,28-073,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,18,25,72.0,0,13,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,3.0,1.0,2.0,66.7,1.0,3.0,9.0,33.3,19.0,7.0,26.3,32.0,6.0,66.7,49.2,21.0,0.0,0.0,0.0,7.7,1,222
5,Diogo Dalot,20.0,pt POR,LB,19-307,90,0,1,0,0,1,0,0,0,68,2,1,1,0.0,0.0,0.1,4,1,44,56,78.6,5,31,5,1,0,20.0,LB,2,2,1,0,1,1,1,100.0,0,1,0,1,1,3,2,0,20.0,LB,0,0,0,0,0,0,0,1,2,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,222
6,Jesse Lingard,14.0,eng ENG,RW,26-035,74,0,0,0,0,1,0,0,0,31,2,0,1,0.4,0.4,0.0,3,0,16,22,72.7,3,17,0,0,0,14.0,RW,2,0,1,0,1,1,1,100.0,0,1,0,1,0,2,2,0,14.0,RW,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,222
7,Juan Mata,8.0,es ESP,RW,30-266,16,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,2,0,0,0,8.0,RW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,222
8,Marcus Rashford,10.0,eng ENG,"FW,LW",21-080,89,1,0,0,0,6,2,1,0,46,1,0,1,0.3,0.3,0.4,6,1,27,31,87.1,3,27,3,7,3,10.0,"FW,LW",1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,10.0,"FW,LW",1,0,0,2,2,0,1,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,222
9,Matteo Darmian,36.0,it ITA,LW,29-048,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,36.0,LW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36.0,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,222
10,Nemanja Matić,31.0,rs SRB,"CM,DM",30-171,90,0,0,0,0,0,0,0,0,108,3,0,0,0.0,0.0,0.1,8,1,89,99,89.9,14,68,3,0,0,31.0,"CM,DM",3,2,3,0,0,2,3,66.7,1,0,0,0,0,3,3,0,31.0,"CM,DM",0,0,0,1,1,0,0,0,2,0,0,0,10,3,4,42.9,,,,,,,,,,,,,,,,,,,,,1,222
11,Paul Pogba,6.0,fr FRA,"LM,AM",25-310,90,1,0,1,1,6,0,0,0,71,1,0,3,1.1,0.3,0.0,4,1,50,55,90.9,6,35,2,1,1,6.0,"LM,AM",1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,0,0,6.0,"LM,AM",0,0,0,1,1,0,0,0,1,1,0,0,6,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,222
12,Phil Jones,4.0,eng ENG,CB,26-332,90,0,0,0,0,0,0,0,0,60,0,0,1,0.0,0.0,0.0,0,0,54,56,96.4,4,33,0,0,0,4.0,CB,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,4.0,CB,0,0,0,1,1,0,0,0,0,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,222
13,Romelu Lukaku,9.0,be BEL,FW,25-251,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,0,0,0,0,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,9.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,60.0,,,,,,,,,,,,,,,,,,,,,1,222
0,14 Players,,,,,990,1,1,0,0,7,3,0,0,546,17,13,14,0.8,0.8,0.7,14,2,336,440,76.4,22,241,10,9,4,,,17,10,9,5,3,7,15,46.7,8,14,6,8,13,30,21,0,,,0,0,0,11,11,2,23,13,10,0,1,0,52,20,19,51.3,,,,,,,,,,,,,,,,,,,,,0,222
1,Anthony Knockaert,11.0,fr FRA,RW,27-060,31,0,0,0,0,0,0,0,0,24,0,1,1,0.0,0.0,0.0,0,0,14,20,70.0,2,10,1,0,0,11.0,RW,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,11.0,RW,0,0,0,0,1,0,6,1,0,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,222
2,Beram Kayal,7.0,il ISR,CM,30-262,9,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,0,0,0,7.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.0,CM,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,222
3,Dale Stephens,6.0,eng ENG,CM,29-221,90,0,0,0,0,0,0,0,0,60,3,0,0,0.0,0.0,0.0,1,0,40,49,81.6,3,25,0,0,0,6.0,CM,3,2,1,1,1,0,1,0.0,1,0,0,0,0,3,2,0,6.0,CM,0,0,0,1,1,0,0,0,2,0,0,0,9,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,222
4,David Button,27.0,eng ENG,GK,29-326,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,15,26,57.7,0,9,0,0,0,27.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,5.0,2.0,3.0,80.0,2.3,9.0,20.0,45.0,15.0,3.0,60.0,44.5,11.0,100.0,67.5,14.0,0.0,0.0,0.0,15.5,0,222
5,Davy Pröpper,24.0,nl NED,CM,27-139,90,0,1,0,0,0,0,0,0,63,1,2,1,0.0,0.0,0.4,2,1,43,56,76.8,9,39,1,4,2,24.0,CM,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0,24.0,CM,0,0,0,0,1,0,3,2,1,0,0,0,5,3,2,60.0,,,,,,,,,,,,,,,,,,,,,0,222
6,Florin Andone,10.0,ro ROU,FW,25-283,31,0,0,0,0,0,0,0,0,13,2,0,2,0.0,0.0,0.0,0,0,5,6,83.3,0,5,0,1,0,10.0,FW,2,0,1,1,0,0,0,,0,2,0,2,0,2,0,0,10.0,FW,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,222
7,Gaëtan Bong,3.0,cm CMR,LB,30-269,90,0,0,0,0,0,0,0,0,47,0,2,1,0.0,0.0,0.0,0,0,27,38,71.1,2,23,4,1,0,3.0,LB,0,0,0,0,0,0,0,,0,1,1,0,2,2,3,0,3.0,LB,0,0,0,2,0,0,4,2,0,0,1,0,1,1,4,20.0,,,,,,,,,,,,,,,,,,,,,0,222
8,Glenn Murray,17.0,eng ENG,FW,35-116,59,0,0,0,0,1,0,0,0,16,0,0,2,0.1,0.1,0.0,2,0,9,13,69.2,1,6,1,0,0,17.0,FW,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,17.0,FW,0,0,0,3,3,2,0,0,0,0,0,0,0,4,4,50.0,,,,,,,,,,,,,,,,,,,,,0,222
9,Jürgen Locadia,9.0,cw CUW,LW,25-073,90,0,0,0,0,1,1,0,0,35,0,0,0,0.0,0.0,0.0,2,1,21,28,75.0,0,23,0,0,0,9.0,LW,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,9.0,LW,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,222
10,Lewis Dunk,5.0,eng ENG,CB,27-059,90,0,0,0,0,1,0,0,0,66,4,2,2,0.1,0.1,0.0,0,0,42,49,85.7,0,25,0,0,0,5.0,CB,4,3,3,1,0,2,3,66.7,1,2,1,1,2,6,5,0,5.0,CB,0,0,0,0,0,0,0,2,3,0,0,0,7,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,222
11,Martín Montoya,22.0,es ESP,RB,27-280,90,0,0,0,0,0,0,0,0,59,4,4,2,0.0,0.0,0.0,1,0,37,46,80.4,3,21,2,1,0,22.0,RB,4,2,1,2,1,2,2,100.0,0,2,0,2,4,8,2,0,22.0,RB,0,0,0,2,2,0,1,4,2,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,222
12,Pascal Groß,13.0,de GER,CM,27-218,81,1,0,0,0,2,1,0,0,48,0,2,0,0.4,0.4,0.2,4,0,33,41,80.5,1,21,0,0,0,13.0,CM,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,0,0,13.0,CM,0,0,0,0,1,0,5,2,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,222
13,Shane Duffy,4.0,ie IRL,CB,27-018,90,0,0,0,0,2,1,0,0,56,1,0,2,0.1,0.1,0.0,0,0,34,44,77.3,0,19,0,1,1,4.0,CB,1,1,1,0,0,1,2,50.0,1,2,2,0,0,1,4,0,4.0,CB,0,0,0,0,0,0,0,0,1,0,0,0,11,6,2,75.0,,,,,,,,,,,,,,,,,,,,,0,222
0,14 Players,,,,,988,4,2,0,0,19,9,2,1,900,19,3,9,2.6,2.6,1.1,34,7,668,787,84.9,92,660,40,21,8,,,19,12,4,11,4,13,23,56.5,10,9,3,6,3,22,18,0,,,2,1,1,6,8,1,22,3,12,0,0,0,58,17,15,53.1,,,,,,,,,,,,,,,,,,,,,1,223
1,Adam Lallana,20.0,eng ENG,"CM,DM",30-254,4,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,4,0,0,0,20.0,"CM,DM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20.0,"CM,DM",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,223
2,Alisson,13.0,br BRA,GK,26-109,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,20,23,87.0,0,16,0,0,0,13.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,3.0,3.0,0.0,0.0,1.1,4.0,7.0,57.1,21.0,4.0,33.3,30.7,2.0,0.0,20.5,7.0,1.0,14.3,0.0,10.0,1,223
3,Andrew Robertson,26.0,sct SCO,LB,24-314,90,0,1,0,0,2,1,0,0,103,5,0,1,0.1,0.1,0.1,5,3,70,89,78.7,11,67,6,4,1,26.0,LB,5,4,1,3,1,3,4,75.0,1,1,0,1,0,5,2,0,26.0,LB,0,0,0,0,0,0,4,0,4,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,223
4,Fabinho,3.0,br BRA,DM,25-088,86,0,0,0,0,2,0,0,0,89,2,0,2,0.1,0.1,0.2,3,1,73,79,92.4,13,70,2,1,0,3.0,DM,2,1,0,2,0,1,1,100.0,0,2,1,1,0,2,1,0,3.0,DM,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,223
5,James Milner,7.0,eng ENG,RB,33-015,88,0,0,0,0,1,0,2,1,91,2,0,0,0.1,0.1,0.4,7,0,66,86,76.7,9,57,4,4,3,7.0,RB,2,1,1,1,0,2,6,33.3,4,0,0,0,0,2,2,0,7.0,RB,2,1,1,2,1,0,11,0,1,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,1,223
6,Jordan Henderson,14.0,eng ENG,"DM,CM",28-216,90,0,0,0,0,0,0,0,0,120,3,1,0,0.0,0.0,0.0,4,0,106,114,93.0,28,106,4,0,0,14.0,"DM,CM",3,3,1,2,0,2,3,66.7,1,0,0,0,1,4,0,0,14.0,"DM,CM",0,0,0,0,3,0,2,1,3,0,0,0,10,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,223
7,Joël Matip,32.0,cm CMR,CB,27-164,90,0,0,0,0,2,1,0,0,106,3,2,2,0.2,0.2,0.0,1,0,78,91,85.7,5,69,6,0,0,32.0,CB,3,2,0,1,2,1,1,100.0,0,2,2,0,2,5,4,0,32.0,CB,0,0,0,0,2,0,0,2,2,0,0,0,6,6,3,66.7,,,,,,,,,,,,,,,,,,,,,1,223
8,Mohamed Salah,11.0,eg EGY,FW,26-218,89,2,0,0,0,2,2,0,0,49,1,0,0,1.5,1.5,0.2,1,0,23,30,76.7,2,35,2,5,3,11.0,FW,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,11.0,FW,0,0,0,1,0,0,3,0,0,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,223
9,Naby Keïta,8.0,gn GUI,LW,23-343,70,0,1,0,0,0,0,0,0,57,1,0,3,0.0,0.0,0.0,1,1,38,45,84.4,3,42,3,1,0,8.0,LW,1,0,0,1,0,1,2,50.0,1,3,0,3,0,1,1,0,8.0,LW,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,223
10,Rafael Camacho,64.0,pt POR,RB,18-242,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,64.0,RB,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,64.0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,223
11,Roberto Firmino,9.0,br BRA,"AM,RB",27-109,90,1,0,0,0,2,1,0,0,57,0,0,1,0.1,0.1,0.1,5,0,41,50,82.0,5,40,3,1,0,9.0,"AM,RB",0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,9.0,"AM,RB",0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0.0,,,,,,,,,,,,,,,,,,,,,1,223
12,Sadio Mané,10.0,sn SEN,"RW,LW,LM",26-284,90,1,0,0,0,5,4,0,0,68,1,0,0,0.4,0.4,0.0,6,1,37,54,68.5,4,56,8,5,1,10.0,"RW,LW,LM",1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0,10.0,"RW,LW,LM",0,0,0,2,0,1,2,0,1,0,0,0,9,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,223
13,Virgil van Dijk,4.0,nl NED,CB,27-195,90,0,0,0,0,3,0,0,0,123,0,0,0,0.2,0.2,0.0,1,1,109,114,95.6,11,93,2,0,0,4.0,CB,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,4.0,CB,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,83.3,,,,,,,,,,,,,,,,,,,,,1,223
0,14 Players,,,,,990,3,3,0,0,9,3,1,0,481,23,11,13,0.7,0.7,0.5,15,5,227,331,68.6,31,204,13,23,10,,,23,17,20,3,0,13,21,61.9,8,13,3,10,11,34,39,2,,,1,0,0,8,5,3,10,11,17,0,0,0,51,15,17,46.9,,,,,,,,,,,,,,,,,,,,,0,223
1,Aaron Wan-Bissaka,29.0,eng ENG,RB,21-054,90,0,0,0,0,0,0,0,0,52,3,2,0,0.0,0.0,0.0,0,0,22,33,66.7,4,18,0,3,0,29.0,RB,3,3,3,0,0,1,1,100.0,0,0,0,0,2,5,7,0,29.0,RB,0,0,0,0,0,0,0,2,3,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,223
2,Andros Townsend,10.0,eng ENG,RW,27-187,90,1,0,0,0,1,1,0,0,32,2,1,2,0.1,0.1,0.0,2,0,11,21,52.4,3,14,2,1,0,10.0,RW,2,1,2,0,0,1,3,33.3,2,2,0,2,1,3,2,0,10.0,RW,0,0,0,0,0,1,3,1,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,223
3,Cheikhou Kouyaté,8.0,sn SEN,CM,29-029,74,0,0,0,0,0,0,0,0,26,1,1,3,0.0,0.0,0.0,2,0,14,19,73.7,2,12,0,1,1,8.0,CM,1,1,1,0,0,0,1,0.0,1,3,2,1,1,2,1,0,8.0,CM,0,0,0,2,0,0,0,1,1,0,0,0,3,0,7,0.0,,,,,,,,,,,,,,,,,,,,,0,223
4,Connor Wickham,21.0,eng ENG,FW,25-294,10,0,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.1,0,0,2,3,66.7,0,1,0,0,0,21.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,223
5,James McArthur,18.0,sct SCO,CM,31-104,80,0,0,0,0,0,0,0,0,38,2,0,1,0.0,0.0,0.0,0,0,18,25,72.0,0,18,0,2,2,18.0,CM,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,2,0,18.0,CM,0,0,0,1,0,0,0,0,2,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,223
6,James Tomkins,5.0,eng ENG,CB,29-296,90,1,0,0,0,1,1,0,0,32,5,1,2,0.1,0.1,0.0,0,0,15,18,83.3,0,7,0,0,0,5.0,CB,5,3,5,0,0,3,3,100.0,0,2,0,2,1,6,7,0,5.0,CB,0,0,0,0,1,0,0,1,3,0,0,0,2,3,0,100.0,,,,,,,,,,,,,,,,,,,,,0,223
7,Jeffrey Schlupp,15.0,gh GHA,CM,26-027,16,0,0,0,0,2,0,0,0,10,1,0,0,0.1,0.1,0.0,0,0,4,6,66.7,2,8,0,0,0,15.0,CM,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,15.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,223
8,Jordan Ayew,14.0,gh GHA,FW,27-130,80,0,0,0,0,3,0,1,0,37,2,0,0,0.2,0.2,0.0,1,1,17,24,70.8,4,11,0,3,1,14.0,FW,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,14.0,FW,1,0,0,3,0,0,0,0,2,0,0,0,2,4,7,36.4,,,,,,,,,,,,,,,,,,,,,0,223
9,Julián Speroni,1.0,ar ARG,GK,39-246,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,15,35,42.9,0,15,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,9.0,4.0,5.0,55.6,3.6,11.0,31.0,35.5,22.0,3.0,90.9,53.1,13.0,84.6,54.9,18.0,1.0,5.6,0.0,3.8,0,223
10,Luka Milivojević,4.0,rs SRB,CM,27-287,90,0,1,0,0,0,0,0,0,52,5,1,1,0.0,0.0,0.1,3,2,26,40,65.0,7,20,1,0,0,4.0,CM,5,4,4,1,0,4,4,100.0,0,1,0,1,1,6,1,0,4.0,CM,0,0,0,1,0,0,4,1,4,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,223
11,Mamadou Sakho,12.0,fr FRA,CB,28-340,90,0,0,0,0,0,0,0,0,48,0,4,4,0.0,0.0,0.0,0,0,24,30,80.0,2,16,0,0,0,12.0,CB,0,0,0,0,0,0,1,0.0,1,4,1,3,4,4,9,0,12.0,CB,0,0,0,0,0,0,0,4,0,0,0,0,10,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,223
12,Max Meyer,7.0,de GER,CM,23-123,10,1,0,0,0,1,1,0,0,5,0,0,0,0.1,0.1,0.0,0,0,4,4,100.0,0,4,0,0,0,7.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,223
13,Patrick van Aanholt,3.0,nl NED,LB,28-143,90,0,0,0,0,1,0,0,0,56,2,0,0,0.0,0.0,0.1,3,1,25,39,64.1,6,23,2,2,1,3.0,LB,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,9,0,3.0,LB,0,0,0,0,0,0,1,0,1,0,0,0,6,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,223
0,12 Players,,,,,990,3,3,0,0,16,6,0,0,578,17,13,14,2.0,2.0,2.0,29,5,327,446,73.3,34,263,17,5,1,,,17,8,9,5,3,4,13,30.8,9,14,3,11,13,30,30,0,,,0,0,0,11,5,1,27,13,8,0,0,0,50,37,28,56.9,,,,,,,,,,,,,,,,,,,,,1,224
1,Ayoze Pérez,17.0,es ESP,RM,25-174,90,1,0,0,0,3,3,0,0,45,1,1,2,1.0,1.0,0.1,2,0,24,35,68.6,7,19,1,0,0,17.0,RM,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,1,0,17.0,RM,0,0,0,2,0,0,1,1,1,0,0,0,8,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,224
2,Christian Atsu,30.0,gh GHA,LM,27-009,90,0,0,0,0,2,1,0,0,40,1,1,0,0.1,0.1,0.3,4,2,27,32,84.4,3,24,3,1,0,30.0,LM,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0,30.0,LM,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,224
3,DeAndre Yedlin,22.0,us USA,RB,25-194,90,0,0,0,0,0,0,0,0,56,2,0,2,0.0,0.0,0.2,3,0,34,46,73.9,3,14,0,0,0,22.0,RB,2,1,1,1,0,0,2,0.0,2,2,0,2,0,2,2,0,22.0,RB,0,0,0,1,0,0,3,0,1,0,0,0,1,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,224
4,Fabian Schär,5.0,ch SUI,CB,27-030,90,2,0,0,0,3,2,0,0,52,2,1,1,0.6,0.6,0.0,2,0,26,38,68.4,4,22,2,0,0,5.0,CB,2,2,1,1,0,1,1,100.0,0,1,0,1,1,3,5,0,5.0,CB,0,0,0,3,1,0,1,1,2,0,0,0,4,4,7,36.4,,,,,,,,,,,,,,,,,,,,,1,224
