index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Clr,Recov,xA,xGC,home,game_id
8,Joe Allen,4.0,wls WAL,CM,27-158,90,0,0,0,0,0,0,0,0,25,2,0,3,0.0,0.0,0.0,0,0,12,16,75.0,1,9,0,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0.0,3.1,1,16
9,Kurt Zouma,6.0,fr FRA,CB,22-296,90,0,0,0,0,0,0,0,0,35,3,3,0,0.0,0.0,0.0,2,0,17,22,77.3,3,8,0,0,0,,,,,,,,,,,,,,,,,,,,,3,3,0.0,3.1,1,16
10,Mame Biram Diouf,18.0,sn SEN,WB,29-246,90,0,0,0,0,1,0,0,0,28,2,2,1,0.1,0.1,0.0,1,0,6,17,35.3,1,11,0,2,2,,,,,,,,,,,,,,,,,,,,,2,3,0.0,3.1,1,16
11,Ramadan Sobhi,32.0,eg EGY,AM,20-208,20,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,11,1,0.0,3.1,1,16
12,Ryan Shawcross,17.0,eng ENG,CB,29-319,90,0,0,0,0,1,0,0,0,23,0,0,2,0.1,0.1,0.0,0,0,6,8,75.0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,8,3,0.0,3.1,1,16
13,Saido Berahino,9.0,bi BDI,FW,24-015,66,0,1,0,0,1,1,0,0,15,0,0,2,0.0,0.0,0.1,2,1,8,11,72.7,1,7,0,1,0,,,,,,,,,,,,,,,,,,,,,4,0,0.0,3.1,1,16
14,Xherdan Shaqiri,22.0,ch SUI,AM,25-313,24,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,7,9,77.8,2,11,0,1,1,,,,,,,,,,,,,,,,,,,,,37,38,0.7,3.1,1,16
0,14 Players,,,,,990,0,0,0,0,18,6,0,0,861,15,7,5,1.5,1.5,1.3,33,0,674,785,85.9,85,606,32,20,16,,,,,,,,,,,,,,,,,,,,,0,4,0.1,1.2999999999999998,0,16
1,Aaron Ramsey,8.0,wls WAL,"CM,DM",26-236,90,0,0,0,0,4,2,0,0,96,3,0,1,0.5,0.5,0.0,0,0,74,85,87.1,12,73,1,5,4,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.2999999999999998,0,16
2,Alex Iwobi,17.0,ng NGA,DM,21-108,12,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,0,0,22,24,91.7,6,21,2,0,0,,,,,,,,,,,,,,,,,,,,,2,0,0.0,1.2999999999999998,0,16
3,Alex Oxlade-Chamberlain,15.0,eng ENG,"WB,RB",24-004,90,0,0,0,0,3,0,0,0,80,2,3,3,0.1,0.1,0.4,8,0,52,63,82.5,8,46,7,8,7,,,,,,,,,,,,,,,,,,,,,0,2,0.4,1.2999999999999998,0,16
4,Alexandre Lacazette,9.0,fr FRA,FW,26-083,77,0,0,0,0,0,0,0,0,47,0,0,1,0.0,0.0,0.0,1,0,29,39,74.4,4,28,1,0,0,,,,,,,,,,,,,,,,,,,,,0,6,0.1,1.2999999999999998,0,16
5,Danny Welbeck,23.0,eng ENG,"AM,LW",26-266,90,0,0,0,0,3,2,0,0,32,1,0,0,0.6,0.6,0.0,1,0,19,24,79.2,2,28,3,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.2999999999999998,0,16
6,Granit Xhaka,29.0,ch SUI,CM,24-326,78,0,0,0,0,2,1,0,0,113,0,3,0,0.1,0.1,0.1,2,0,86,106,81.1,17,85,3,1,1,,,,,,,,,,,,,,,,,,,,,0,8,0.1,1.2999999999999998,0,16
7,Héctor Bellerín,24.0,es ESP,"WB,LB",22-153,90,0,0,0,0,2,1,0,0,83,2,0,0,0.1,0.1,0.0,4,0,66,77,85.7,6,47,2,0,0,,,,,,,,,,,,,,,,,,,,,1,2,0.1,1.2999999999999998,0,16
8,Mesut Özil,11.0,de GER,AM,28-308,90,0,0,0,0,2,0,0,0,106,0,0,0,0.1,0.1,0.5,11,0,94,103,91.3,15,84,7,4,3,,,,,,,,,,,,,,,,,,,,,1,9,0.5,1.2999999999999998,0,16
9,Nacho Monreal,18.0,es ESP,CB,31-174,90,0,0,0,0,0,0,0,0,88,3,0,0,0.0,0.0,0.1,1,0,76,83,91.6,2,61,0,0,0,,,,,,,,,,,,,,,,,,,,,2,4,0.0,1.2999999999999998,0,16
10,Olivier Giroud,12.0,fr FRA,"FW,CB",30-323,25,0,0,0,0,1,0,0,0,8,0,0,0,0.1,0.1,0.1,1,0,3,7,42.9,1,4,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.2,1.2999999999999998,0,16
11,Petr Čech,33.0,cz CZE,GK,35-091,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,22,24,91.7,0,11,0,0,0,4.0,1.0,3.0,75.0,1.0,2.0,2.0,100.0,17.0,6.0,5.9,25.2,7.0,14.3,29.1,9.0,1.0,11.1,2.0,19.5,1,8,0.1,1.2999999999999998,0,16
12,Sead Kolašinac,31.0,ba BIH,CB,24-060,65,0,0,0,0,0,0,0,0,60,0,0,0,0.0,0.0,0.0,2,0,52,58,89.7,5,43,2,1,1,,,,,,,,,,,,,,,,,,,,,1,6,0.1,1.2999999999999998,0,16
13,Shkodran Mustafi,20.0,de GER,CB,25-124,90,0,0,0,0,1,0,0,0,95,3,1,0,0.0,0.0,0.1,2,0,76,89,85.4,6,72,3,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.2999999999999998,0,16
14,Theo Walcott,14.0,eng ENG,RW,28-156,13,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,8,51,1.8,1.2999999999999998,0,16
0,14 Players,,,,,990,1,1,0,0,7,3,3,0,638,24,18,20,0.3,0.3,0.1,7,2,375,505,74.3,32,350,20,16,5,,,,,,,,,,,,,,,,,,,,,2,1,0.0,1.4,1,17
1,Aaron Mooy,10.0,au AUS,"DM,CM",26-339,90,1,0,0,0,2,2,0,0,80,3,1,5,0.1,0.1,0.0,1,1,49,62,79.0,10,45,3,2,1,,,,,,,,,,,,,,,,,,,,,0,7,0.0,1.4,1,17
2,Chris Löwe,15.0,de GER,LB,28-126,90,0,0,0,0,0,0,0,0,77,3,2,3,0.0,0.0,0.0,0,0,52,65,80.0,3,39,3,0,0,,,,,,,,,,,,,,,,,,,,,1,4,0.0,1.4,1,17
3,Christopher Schindler,26.0,de GER,CB,27-113,90,0,0,0,0,0,0,0,0,91,5,5,2,0.0,0.0,0.0,0,0,62,71,87.3,3,51,0,0,0,,,,,,,,,,,,,,,,,,,,,1,7,0.0,1.4,1,17
4,Collin Quaner,23.0,de GER,"RW,LM",26-063,22,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,7,9,77.8,1,9,1,2,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.4,1,17
5,Elias Kachunga,9.0,cd COD,"RW,LW",25-120,71,0,1,0,0,0,0,0,0,32,3,0,1,0.0,0.0,0.1,2,1,14,23,60.9,2,17,1,0,0,,,,,,,,,,,,,,,,,,,,,1,7,0.0,1.4,1,17
6,Jonas Lössl,1.0,dk DEN,GK,28-200,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,25,38,65.8,0,20,0,0,0,5.0,0.0,5.0,100.0,1.1,10.0,22.0,45.5,34.0,2.0,55.9,44.3,4.0,75.0,47.8,10.0,0.0,0.0,5.0,25.6,2,0,0.0,1.4,1,17
7,Kasey Palmer,45.0,jm JAM,"AM,RM",20-284,19,0,0,0,0,0,0,1,0,8,2,0,2,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,2,8,0.0,1.4,1,17
8,Mathias Jørgensen,25.0,dk DEN,CB,27-119,90,0,0,0,0,0,0,0,0,50,3,2,2,0.0,0.0,0.0,0,0,30,42,71.4,3,31,1,0,0,,,,,,,,,,,,,,,,,,,,,4,6,0.1,1.4,1,17
9,Michael Hefele,44.0,de GER,CB,26-353,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,4,0.0,1.4,1,17
10,Philip Billing,8.0,dk DEN,"DM,CM",21-070,90,0,0,0,0,0,0,1,0,71,4,2,1,0.0,0.0,0.0,0,0,49,60,81.7,1,37,2,1,1,,,,,,,,,,,,,,,,,,,,,12,4,0.0,1.4,1,17
11,Rajiv van La Parra,17.0,nl NED,LW,26-077,68,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,1,0,17,23,73.9,1,27,5,8,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.4,1,17
12,Steve Mounié,24.0,bj BEN,FW,22-325,90,0,0,0,0,0,0,1,0,33,0,1,2,0.0,0.0,0.1,2,0,12,23,52.2,1,19,0,1,0,,,,,,,,,,,,,,,,,,,,,1,2,0.0,1.4,1,17
13,Tom Ince,22.0,eng ENG,"AM,LW",25-202,89,0,0,0,0,4,1,0,0,44,1,1,2,0.2,0.2,0.0,1,0,26,35,74.3,5,26,3,2,1,,,,,,,,,,,,,,,,,,,,,2,1,0.0,1.4,1,17
14,Tommy Smith,2.0,eng ENG,RB,25-128,90,0,0,0,0,1,0,0,0,58,0,2,0,0.0,0.0,0.0,0,0,31,51,60.8,2,26,1,0,0,,,,,,,,,,,,,,,,,,,,,31,53,0.2,1.4,1,17
0,14 Players,,,,,990,0,0,0,0,13,5,4,0,562,18,7,14,0.7,0.7,0.6,22,0,325,463,70.2,41,223,12,16,9,,,,,,,,,,,,,,,,,,,,,2,0,0.0,0.6000000000000001,0,17
1,Ayoze Pérez,17.0,es ESP,AM,24-022,79,0,0,0,0,3,0,0,0,41,0,0,7,0.2,0.2,0.0,3,0,17,29,58.6,3,15,1,3,2,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.6000000000000001,0,17
2,Chancel Mbemba,18.0,cd COD,LB,23-012,90,0,0,0,0,0,0,0,0,53,0,2,2,0.0,0.0,0.0,1,0,31,43,72.1,5,14,1,2,2,,,,,,,,,,,,,,,,,,,,,0,4,0.0,0.6000000000000001,0,17
3,Christian Atsu,30.0,gh GHA,RW,25-222,90,0,0,0,0,1,0,0,0,35,2,0,1,0.0,0.0,0.2,3,0,19,27,70.4,1,20,1,4,2,,,,,,,,,,,,,,,,,,,,,0,4,0.2,0.6000000000000001,0,17
4,Ciaran Clark,2.0,ie IRL,CB,27-328,90,0,0,0,0,0,0,0,0,56,1,0,0,0.0,0.0,0.2,4,0,39,48,81.3,4,24,2,0,0,,,,,,,,,,,,,,,,,,,,,1,2,0.0,0.6000000000000001,0,17
5,Dwight Gayle,9.0,eng ENG,FW,26-307,51,0,0,0,0,1,0,0,0,13,0,0,1,0.1,0.1,0.0,0,0,5,7,71.4,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.6000000000000001,0,17
6,Isaac Hayden,14.0,jm JAM,DM,22-151,75,0,0,0,0,1,0,1,0,48,5,1,0,0.0,0.0,0.0,1,0,26,37,70.3,6,22,0,2,1,,,,,,,,,,,,,,,,,,,,,3,10,0.0,0.6000000000000001,0,17
7,Jacob Murphy,7.0,eng ENG,AM,22-177,11,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,0,0,2,3,66.7,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,1,4,0.0,0.6000000000000001,0,17
8,Jamaal Lascelles,6.0,eng ENG,CB,23-282,90,0,0,0,0,0,0,1,0,56,0,1,1,0.0,0.0,0.0,1,0,41,48,85.4,4,20,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.6000000000000001,0,17
9,Javier Manquillo,19.0,es ESP,RB,23-107,90,0,0,0,0,0,0,0,0,59,6,1,1,0.0,0.0,0.1,2,0,30,48,62.5,4,19,1,1,0,,,,,,,,,,,,,,,,,,,,,7,2,0.0,0.6000000000000001,0,17
10,Joselu,21.0,es ESP,FW,27-146,39,0,0,0,0,4,4,1,0,18,0,0,0,0.2,0.2,0.0,2,0,8,12,66.7,1,8,1,0,0,,,,,,,,,,,,,,,,,,,,,7,5,0.2,0.6000000000000001,0,17
11,Matt Ritchie,11.0,sct SCO,LW,27-344,90,0,0,0,0,2,1,1,0,57,1,0,0,0.1,0.1,0.0,4,0,29,49,59.2,2,24,1,0,0,,,,,,,,,,,,,,,,,,,,,5,5,0.1,0.6000000000000001,0,17
12,Mikel Merino,23.0,es ESP,DM,21-059,90,0,0,0,0,0,0,0,0,64,2,2,1,0.0,0.0,0.0,1,0,40,55,72.7,7,25,3,3,2,,,,,,,,,,,,,,,,,,,,,2,7,0.0,0.6000000000000001,0,17
13,Mohamed Diamé,10.0,sn SEN,DM,30-067,15,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,10,12,83.3,3,8,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,0.6000000000000001,0,17
14,Rob Elliot,1.0,ie IRL,GK,31-112,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,28,45,62.2,0,16,0,0,0,3.0,1.0,2.0,66.7,1.0,5.0,19.0,26.3,37.0,0.0,40.5,38.1,8.0,50.0,46.0,17.0,0.0,0.0,0.0,11.3,28,47,0.6,0.6000000000000001,0,17
0,14 Players,,,,,990,0,0,0,0,18,6,4,0,758,14,4,10,0.7,0.7,0.6,32,0,536,659,81.3,68,366,19,27,16,,,,,,,,,,,,,,,,,,,,,1,3,0.0,1.2999999999999998,1,18
1,Ben Davies,33.0,wls WAL,LB,24-118,79,0,0,0,0,3,1,0,0,71,2,0,0,0.1,0.1,0.1,6,0,44,60,73.3,7,29,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.2,1.2999999999999998,1,18
2,Christian Eriksen,23.0,dk DEN,AM,25-187,90,0,0,0,0,1,0,0,0,80,1,0,1,0.1,0.1,0.1,6,0,57,76,75.0,11,36,1,0,0,,,,,,,,,,,,,,,,,,,,,0,3,0.1,1.2999999999999998,1,18
3,Dele Alli,20.0,eng ENG,AM,21-131,90,0,0,0,0,1,0,0,0,52,0,0,0,0.1,0.1,0.1,7,0,41,48,85.4,8,35,3,3,2,,,,,,,,,,,,,,,,,,,,,0,6,0.1,1.2999999999999998,1,18
4,Eric Dier,15.0,eng ENG,RM,23-217,67,0,0,0,0,0,0,1,0,76,2,1,1,0.0,0.0,0.1,1,0,57,67,85.1,7,33,0,1,1,,,,,,,,,,,,,,,,,,,,,1,9,0.1,1.2999999999999998,1,18
5,Harry Kane,10.0,eng ENG,FW,24-023,90,0,0,0,0,8,3,1,0,39,0,0,0,0.4,0.4,0.1,4,0,11,20,55.0,1,26,4,8,2,,,,,,,,,,,,,,,,,,,,,1,2,0.1,1.2999999999999998,1,18
6,Hugo Lloris,1.0,fr FRA,GK,30-237,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,23,29,79.3,0,13,0,0,0,2.0,2.0,0.0,0.0,0.8,6.0,11.0,54.5,24.0,5.0,29.2,33.9,5.0,80.0,53.8,11.0,1.0,9.1,0.0,9.7,0,0,0.0,1.2999999999999998,1,18
7,Jan Vertonghen,5.0,be BEL,CB,30-118,90,0,0,0,0,1,0,1,0,96,2,0,2,0.0,0.0,0.0,1,0,68,87,78.2,7,42,2,2,2,,,,,,,,,,,,,,,,,,,,,2,1,0.1,1.2999999999999998,1,18
8,Kieran Trippier,2.0,eng ENG,"RB,WB",26-335,89,0,0,0,0,0,0,0,0,76,0,0,1,0.0,0.0,0.0,1,0,51,67,76.1,2,24,1,2,1,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.2999999999999998,1,18
9,Mousa Dembélé,19.0,be BEL,"LM,CM",30-035,90,0,0,0,0,1,1,0,0,62,3,3,0,0.0,0.0,0.0,3,0,50,54,92.6,9,31,5,6,5,,,,,,,,,,,,,,,,,,,,,2,9,0.0,1.2999999999999998,1,18
10,Moussa Sissoko,17.0,fr FRA,"CM,LB",28-004,11,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,4,3,0.0,1.2999999999999998,1,18
11,Son Heung-min,7.0,kr KOR,"CB,WB",25-043,23,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,1,0,9,12,75.0,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,4,3,0.0,1.2999999999999998,1,18
12,Toby Alderweireld,4.0,be BEL,CB,28-171,90,0,0,0,0,1,0,1,0,84,0,0,1,0.0,0.0,0.0,0,0,70,77,90.9,7,43,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.2999999999999998,1,18
13,Victor Wanyama,12.0,ke KEN,"CM,CB",26-056,90,0,0,0,0,2,1,0,0,74,3,0,3,0.1,0.1,0.1,2,0,53,59,89.8,8,42,2,5,3,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.2999999999999998,1,18
14,Vincent Janssen,9.0,nl NED,WB,23-066,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15,41,0.7,1.2999999999999998,1,18
0,13 Players,,,,,990,2,1,0,0,9,2,3,0,450,31,10,20,0.7,0.7,0.7,17,4,213,310,68.7,22,217,14,15,9,,,,,,,,,,,,,,,,,,,,,2,2,0.0,1.5,0,18
1,Andreas Christensen,27.0,dk DEN,CB,21-132,90,0,0,0,0,0,0,0,0,36,4,1,3,0.0,0.0,0.0,0,0,16,16,100.0,1,11,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,1.5,0,18
2,Antonio Rüdiger,2.0,de GER,CB,24-170,90,0,0,0,0,0,0,1,0,37,2,1,1,0.0,0.0,0.0,0,0,20,28,71.4,0,19,0,0,0,,,,,,,,,,,,,,,,,,,,,1,2,0.0,1.5,0,18
3,César Azpilicueta,28.0,es ESP,CB,27-357,90,0,0,0,0,0,0,0,0,49,3,2,3,0.0,0.0,0.3,1,0,23,33,69.7,2,21,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.1,1.5,0,18
4,David Luiz,30.0,br BRA,DM,30-120,90,0,0,0,0,1,0,1,0,44,5,1,3,0.0,0.0,0.0,3,2,22,31,71.0,4,23,0,1,0,,,,,,,,,,,,,,,,,,,,,2,11,0.1,1.5,0,18
5,Marcos Alonso,3.0,es ESP,WB,26-235,90,2,0,0,0,2,2,1,0,52,1,1,3,0.1,0.1,0.0,2,0,26,38,68.4,1,20,1,1,1,,,,,,,,,,,,,,,,,,,,,4,10,0.0,1.5,0,18
6,Michy Batshuayi,23.0,be BEL,FW,23-322,12,0,0,0,0,0,0,0,0,4,2,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,3,2,0.0,1.5,0,18
7,N'Golo Kanté,7.0,fr FRA,DM,26-144,90,0,0,0,0,0,0,0,0,49,6,1,2,0.0,0.0,0.1,1,0,26,35,74.3,6,23,2,4,2,,,,,,,,,,,,,,,,,,,,,8,5,0.0,1.5,0,18
8,Pedro,11.0,es ESP,FW,30-023,13,0,1,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.1,1,1,2,2,100.0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,3,5,0.0,1.5,0,18
9,Thibaut Courtois,13.0,be BEL,GK,25-101,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,20,36,55.6,0,18,0,0,0,6.0,1.0,6.0,83.3,1.7,9.0,25.0,36.0,27.0,7.0,63.0,42.6,9.0,88.9,61.2,28.0,4.0,14.3,0.0,10.3,5,4,0.0,1.5,0,18
10,Tiemoué Bakayoko,14.0,fr FRA,DM,23-003,90,0,0,0,0,0,0,0,0,26,1,3,0,0.0,0.0,0.0,1,0,10,16,62.5,1,18,4,2,1,,,,,,,,,,,,,,,,,,,,,9,3,0.0,1.5,0,18
11,Victor Moses,15.0,ng NGA,WB,26-251,90,0,0,0,0,1,0,0,0,34,4,0,2,0.0,0.0,0.1,3,1,16,22,72.7,4,16,1,3,3,,,,,,,,,,,,,,,,,,,,,7,2,0.1,1.5,0,18
12,Willian,22.0,br BRA,FW,29-011,77,0,0,0,0,1,0,0,0,46,3,0,0,0.0,0.0,0.2,4,0,20,32,62.5,1,26,3,4,2,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.5,0,18
13,Álvaro Morata,9.0,es ESP,FW,24-301,78,0,0,0,0,4,0,0,0,31,0,0,2,0.5,0.5,0.0,1,0,11,19,57.9,1,19,3,0,0,,,,,,,,,,,,,,,,,,,,,44,47,0.4,1.5,0,18
0,14 Players,,,,,943,1,0,0,0,19,6,3,1,705,12,10,11,1.1,1.1,0.9,36,2,494,618,79.9,59,369,37,20,13,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.1,1,19
1,Bernardo Silva,20.0,pt POR,RM,23-011,22,0,0,0,0,1,0,0,0,23,3,0,0,0.1,0.1,0.0,0,0,17,18,94.4,3,11,0,2,2,,,,,,,,,,,,,,,,,,,,,0,3,0.1,1.1,1,19
2,Danilo,3.0,br BRA,"RB,CB",26-037,26,0,0,0,0,1,1,0,0,30,0,0,0,0.0,0.0,0.0,1,0,17,29,58.6,2,13,3,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0.2,1.1,1,19
3,David Silva,21.0,es ESP,"CM,LM",31-225,90,0,0,0,0,2,0,0,0,75,1,2,1,0.3,0.3,0.2,6,0,56,66,84.8,11,36,5,3,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.1,1,19
4,Ederson,31.0,br BRA,GK,24-004,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,20,0,0,0,2.0,1.0,1.0,50.0,0.8,5.0,9.0,55.6,28.0,5.0,25.0,30.3,6.0,33.3,40.0,7.0,1.0,14.3,4.0,17.6,0,2,0.1,1.1,1,19
5,Fernandinho,25.0,br BRA,"DM,LB",32-109,90,0,0,0,0,0,0,0,0,86,3,1,4,0.0,0.0,0.0,2,0,64,76,84.2,7,47,3,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.1,1,19
6,Gabriel Jesus,33.0,br BRA,FW,20-140,45,0,0,0,0,2,1,0,0,35,0,0,1,0.1,0.1,0.0,1,0,23,28,82.1,4,17,1,3,2,,,,,,,,,,,,,,,,,,,,,0,12,0.3,1.1,1,19
7,John Stones,5.0,eng ENG,CB,23-085,64,0,0,0,0,0,0,0,0,30,0,2,0,0.0,0.0,0.0,0,0,26,28,92.9,0,15,0,0,0,,,,,,,,,,,,,,,,,,,,,0,6,0.2,1.1,1,19
8,Kevin De Bruyne,17.0,be BEL,"CM,DM",26-054,90,0,0,0,0,3,1,0,0,77,1,1,1,0.2,0.2,0.2,10,1,54,71,76.1,11,46,5,3,2,,,,,,,,,,,,,,,,,,,,,0,5,0.0,1.1,1,19
9,Kyle Walker,2.0,eng ENG,RW,27-085,43,0,0,0,0,0,0,2,1,21,1,1,0,0.0,0.0,0.0,1,0,13,18,72.2,2,7,0,0,0,,,,,,,,,,,,,,,,,,,,,6,7,0.0,1.1,1,19
10,Leroy Sané,19.0,de GER,LW,21-222,68,0,0,0,0,0,0,0,0,47,1,1,0,0.0,0.0,0.0,3,0,27,40,67.5,1,16,0,3,2,,,,,,,,,,,,,,,,,,,,,0,2,0.0,1.1,1,19
11,Nicolás Otamendi,30.0,ar ARG,CB,29-190,90,0,0,0,0,3,2,0,0,98,2,1,2,0.1,0.1,0.0,3,1,66,81,81.5,8,54,3,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.1,1,19
12,Raheem Sterling,7.0,eng ENG,"AM,RW",22-256,45,1,0,0,0,4,1,0,0,33,0,0,2,0.2,0.2,0.0,3,0,17,25,68.0,3,21,5,1,1,,,,,,,,,,,,,,,,,,,,,0,5,0.1,1.1,1,19
13,Sergio Agüero,10.0,ar ARG,FW,29-080,90,0,0,0,0,2,0,0,0,40,0,0,0,0.1,0.1,0.4,5,0,23,32,71.9,2,25,6,3,0,,,,,,,,,,,,,,,,,,,,,1,1,0.0,1.1,1,19
14,Vincent Kompany,4.0,be BEL,CB,31-133,90,0,0,0,0,1,0,1,0,75,0,1,0,0.0,0.0,0.0,1,0,62,72,86.1,5,41,6,0,0,,,,,,,,,,,,,,,,,,,,,7,48,1.0,1.1,1,19
0,14 Players,,,,,987,1,1,0,0,7,2,4,1,457,19,16,8,0.6,0.6,0.6,13,2,224,346,64.7,13,150,6,8,3,,,,,,,,,,,,,,,,,,,,,0,3,0.1,2.2,0,19
1,Ashley Williams,5.0,wls WAL,CB,32-363,60,0,0,0,0,1,0,0,0,24,1,2,0,0.0,0.0,0.0,0,0,10,12,83.3,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2.2,0,19
2,Davy Klaassen,20.0,nl NED,CM,24-181,30,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,7,13,53.8,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,3,0.1,2.2,0,19
3,Dominic Calvert-Lewin,29.0,eng ENG,FW,20-158,90,0,1,0,0,2,0,0,0,32,0,0,0,0.1,0.1,0.4,5,2,10,19,52.6,0,20,3,4,2,,,,,,,,,,,,,,,,,,,,,0,3,0.0,2.2,0,19
4,Gylfi Sigurðsson,18.0,is ISL,LM,27-347,30,0,0,0,0,0,0,0,0,13,0,2,0,0.0,0.0,0.0,1,0,6,9,66.7,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,1,11,0.0,2.2,0,19
5,Idrissa Gana Gueye,17.0,sn SEN,"RM,CM",27-329,90,0,0,0,0,0,0,0,0,45,4,2,1,0.0,0.0,0.0,2,0,33,36,91.7,2,14,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.2,0,19
6,Jordan Pickford,1.0,eng ENG,GK,23-167,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,1,0,17,51,33.3,0,21,0,0,0,6.0,1.0,5.0,83.3,0.8,10.0,40.0,25.0,33.0,2.0,78.8,53.7,17.0,82.4,60.2,13.0,1.0,7.7,2.0,16.2,1,4,0.0,2.2,0,19
7,Leighton Baines,3.0,eng ENG,"LB,WB",32-253,90,0,0,0,0,0,0,0,0,35,3,3,0,0.0,0.0,0.0,0,0,18,25,72.0,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,3,2,0.0,2.2,0,19
8,Mason Holgate,30.0,jm JAM,"RB,WB",20-303,90,0,0,0,0,0,0,0,0,67,1,2,1,0.0,0.0,0.0,1,0,28,51,54.9,3,17,2,2,0,,,,,,,,,,,,,,,,,,,,,8,6,0.0,2.2,0,19
9,Michael Keane,4.0,eng ENG,CB,24-222,90,0,0,0,0,0,0,0,0,40,1,1,2,0.0,0.0,0.0,0,0,23,31,74.2,1,15,0,0,0,,,,,,,,,,,,,,,,,,,,,4,3,0.0,2.2,0,19
