index,Player,#_x,Nation,Pos_x,Age,Min,Gls,Ast,PK,PKatt,Sh_x,SoT,CrdY_x,CrdR_x,Touches,Tkl_x,Int_x,Blocks_x,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,#_y,Pos_y,Tkl_y,TklW_x,Def 3rd,Mid 3rd,Att 3rd,Tkl_y,Att_y,Tkl%,Lost_x,Blocks_y,Sh_y,Pass,Int_y,Tkl+Int,Clr,Err,#,Pos,CrdY_y,CrdR_y,2CrdY,Fls,Fld,Off,Crs,Int,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost_y,Won%,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
0,15 Players,,,,,990,0,0,0,0,8,2,3,0,493,10,5,11,0.6,0.6,0.5,15,0,322,399,80.7,26,282,11,22,6,,,10,6,8,2,0,5,13,38.5,8,11,7,4,5,15,15,0,,,3,0,0,7,10,2,10,5,6,0,0,0,42,8,6,57.1,,,,,,,,,,,,,,,,,,,,,0,19
1,Bryan Mbeumo,19.0,cm CMR,FW,25-018,90,0,0,0,0,1,0,1,0,33,1,0,0,0.0,0.0,0.2,3,0,16,20,80.0,2,16,4,4,1,19.0,FW,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,19.0,FW,1,0,0,1,0,2,2,0,1,0,0,0,3,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,19
2,Christian Nørgaard,6.0,dk DEN,CM,30-168,90,0,0,0,0,1,0,1,0,50,4,1,0,0.2,0.2,0.0,1,0,34,37,91.9,1,23,1,0,0,6.0,CM,4,1,2,2,0,3,3,100.0,0,0,0,0,1,5,1,0,6.0,CM,1,0,0,3,2,0,0,1,1,0,0,0,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,19
3,Ethan Pinnock,5.0,jm JAM,CB,31-088,90,0,0,0,0,0,0,0,0,45,1,2,1,0.0,0.0,0.0,0,0,34,39,87.2,0,28,0,0,0,5.0,CB,1,1,1,0,0,0,1,0.0,1,1,1,0,2,3,2,0,5.0,CB,0,0,0,0,0,0,0,2,1,0,0,0,5,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,19
4,Fabio Carvalho,14.0,pt POR,LM,21-361,25,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,7,9,77.8,1,9,2,1,0,14.0,LM,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,14.0,LM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,19
5,Frank Onyeka,15.0,ng NGA,CM,26-237,18,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,5,0,0,0,15.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15.0,CM,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,19
6,Keane Lewis-Potter,23.0,eng ENG,LM,23-185,65,0,0,0,0,2,1,0,0,27,1,0,0,0.1,0.1,0.0,2,0,14,20,70.0,2,17,0,4,1,23.0,LM,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,23.0,LM,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,19
7,Kevin Schade,7.0,de GER,FW,22-272,18,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,5,0,0,0,7.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,19
8,Kristoffer Ajer,20.0,no NOR,LB,26-130,90,0,0,0,0,0,0,0,0,52,1,0,0,0.0,0.0,0.0,2,0,35,43,81.4,5,24,1,1,0,20.0,LB,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,3,0,20.0,LB,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,19
9,Mads Roerslev,30.0,dk DEN,RB,25-062,90,0,0,0,0,1,0,0,0,54,1,0,0,0.0,0.0,0.0,1,0,36,45,80.0,3,32,1,5,1,30.0,RB,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,30.0,RB,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,19
10,Mark Flekken,1.0,nl NED,GK,31-073,90,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.0,0,0,41,54,75.9,0,38,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,8.0,2.0,6.0,75.0,2.8,8.0,18.0,44.4,50.0,3.0,30.0,34.9,4.0,75.0,61.0,14.0,0.0,0.0,2.0,17.5,0,19
11,Mathias Jensen,8.0,dk DEN,RM,28-237,65,0,0,0,0,1,0,1,0,24,0,0,0,0.0,0.0,0.2,2,0,13,20,65.0,2,13,0,2,1,8.0,RM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.0,RM,1,0,0,1,1,0,5,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,19
12,Mikkel Damsgaard,24.0,dk DEN,RM,24-053,25,0,0,0,0,0,0,0,0,16,0,0,2,0.0,0.0,0.0,0,0,9,14,64.3,2,11,0,2,1,24.0,RM,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,24.0,RM,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,19
13,Nathan Collins,22.0,ie IRL,CB,23-117,90,0,0,0,0,2,1,0,0,65,0,1,6,0.2,0.2,0.0,2,0,48,54,88.9,2,37,0,1,1,22.0,CB,0,0,0,0,0,0,0,,0,6,6,0,1,1,2,0,22.0,CB,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,100.0,,,,,,,,,,,,,,,,,,,,,0,19
14,Vitaly Janelt,27.0,de GER,CM,26-107,72,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.0,1,0,16,20,80.0,4,10,0,1,0,27.0,CM,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,1,0,27.0,CM,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,19
0,14 Players,,,,,948,1,1,0,0,11,7,5,1,408,17,12,16,2.2,2.2,1.8,20,2,215,296,72.6,19,233,13,16,8,,,17,11,8,7,2,12,22,54.5,10,16,8,8,12,29,20,1,,,5,1,1,12,7,3,7,12,11,0,0,0,37,14,18,43.8,,,,,,,,,,,,,,,,,,,,,1,20
1,Ben White,4.0,eng ENG,"RB,CB",26-328,90,0,0,0,0,1,0,0,0,44,3,2,2,0.0,0.0,0.0,1,0,20,28,71.4,3,18,0,0,0,4.0,"RB,CB",3,2,1,1,1,3,6,50.0,3,2,1,1,2,5,6,0,4.0,"RB,CB",0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,20
2,Bukayo Saka,7.0,eng ENG,"RW,CM,RM",22-361,90,0,1,0,0,4,3,0,0,41,2,0,3,1.0,1.0,0.6,5,1,13,25,52.0,1,25,3,7,4,7.0,"RW,CM,RM",2,1,2,0,0,2,4,50.0,2,3,0,3,0,2,1,0,7.0,"RW,CM,RM",0,0,0,1,2,0,2,0,1,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,20
3,David Raya,22.0,es ESP,GK,28-351,90,0,0,0,0,0,0,1,0,43,0,0,0,0.0,0.0,0.0,0,0,19,41,46.3,1,26,0,0,0,22.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.0,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,4.0,1.0,3.0,75.0,0.6,9.0,30.0,30.0,30.0,3.0,66.7,43.6,10.0,100.0,60.9,18.0,5.0,27.8,0.0,7.4,1,20
4,Declan Rice,41.0,eng ENG,LM,25-230,48,0,0,0,0,1,0,2,1,19,0,0,1,0.0,0.0,0.0,1,0,13,15,86.7,2,11,1,1,1,41.0,LM,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,41.0,LM,2,1,1,2,0,1,2,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,20
5,Gabriel Magalhães,6.0,br BRA,CB,26-256,90,0,0,0,0,1,0,0,0,45,1,1,2,0.1,0.1,0.3,2,0,31,33,93.9,1,28,0,1,1,6.0,CB,1,1,0,1,0,1,2,50.0,1,2,2,0,1,2,4,0,6.0,CB,0,0,0,2,1,0,0,1,1,0,0,0,1,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,20
6,Gabriel Martinelli,11.0,br BRA,CM,23-074,17,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,11.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11.0,CM,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,20
7,Jurriën Timber,12.0,nl NED,"LB,CB,RB",23-075,79,0,0,0,0,0,0,1,0,31,2,1,1,0.0,0.0,0.0,2,1,17,21,81.0,1,12,0,1,0,12.0,"LB,CB,RB",2,2,1,1,0,1,1,100.0,0,1,1,0,1,3,3,0,12.0,"LB,CB,RB",1,0,0,2,0,0,0,1,2,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,20
8,Kai Havertz,29.0,de GER,FW,25-081,90,1,0,0,0,2,2,0,0,26,0,0,1,0.8,0.8,0.7,3,0,11,13,84.6,3,13,3,2,0,29.0,FW,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,1,29.0,FW,0,0,0,1,1,2,1,0,0,0,0,0,6,4,10,28.6,,,,,,,,,,,,,,,,,,,,,1,20
9,Leandro Trossard,19.0,be BEL,"LW,LM",29-271,58,0,0,0,0,1,1,0,0,23,1,1,2,0.0,0.0,0.2,2,0,8,14,57.1,1,16,3,2,0,19.0,"LW,LM",1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,0,0,19.0,"LW,LM",0,0,0,0,1,0,2,1,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,1,20
10,Martin Ødegaard,8.0,no NOR,"RM,CM",25-258,73,0,0,0,0,1,1,0,0,24,2,0,0,0.2,0.2,0.1,1,0,9,19,47.4,3,16,2,1,1,8.0,"RM,CM",2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0,8.0,"RM,CM",0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,20
11,Oleksandr Zinchenko,17.0,ua UKR,LB,27-260,11,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,17.0,LB,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.0,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,20
12,Riccardo Calafiori,33.0,it ITA,"LB,CB",22-104,32,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,33.0,"LB,CB",0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,33.0,"LB,CB",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,20
13,Thomas Partey,5.0,gh GHA,CM,31-079,90,0,0,0,0,0,0,1,0,34,1,5,3,0.0,0.0,0.0,1,0,19,25,76.0,1,16,0,1,1,5.0,CM,1,1,0,0,1,1,3,33.3,2,3,2,1,5,6,0,0,5.0,CM,1,0,0,2,1,0,0,5,1,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,20
0,16 Players,,,,,990,1,0,0,0,22,4,2,0,620,18,5,6,1.8,1.8,1.0,38,1,429,518,82.8,50,358,28,24,10,,,18,7,7,10,1,7,15,46.7,8,6,2,4,5,23,12,0,,,2,0,0,7,12,1,26,5,7,0,0,0,38,18,14,56.3,,,,,,,,,,,,,,,,,,,,,0,20
1,Bart Verbruggen,1.0,nl NED,GK,22-013,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,29,34,85.3,0,27,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,7.0,1.0,6.0,85.7,2.4,5.0,10.0,50.0,32.0,6.0,28.1,30.9,2.0,50.0,29.5,6.0,0.0,0.0,2.0,25.0,0,20
2,Carlos Baleba,20.0,cm CMR,DM,20-241,90,0,0,0,0,4,0,0,0,49,3,2,0,0.2,0.2,0.0,4,0,32,38,84.2,4,26,2,1,0,20.0,DM,3,2,0,3,0,1,3,33.3,2,0,0,0,2,5,0,0,20.0,DM,0,0,0,2,0,0,0,2,2,0,0,0,5,4,1,80.0,,,,,,,,,,,,,,,,,,,,,0,20
3,Danny Welbeck,18.0,eng ENG,FW,33-279,84,0,0,0,0,1,0,0,0,21,2,0,1,0.1,0.1,0.0,0,0,7,10,70.0,1,9,0,2,0,18.0,FW,2,1,1,0,1,0,0,,0,1,0,1,0,2,0,0,18.0,FW,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,20
4,Georginio Rutter,14.0,fr FRA,RW,22-133,19,0,0,0,0,3,0,0,0,6,0,0,0,0.1,0.1,0.0,1,0,0,3,0.0,0,3,0,0,0,14.0,RW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14.0,RW,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,20
5,Jack Hinshelwood,41.0,eng ENG,"LB,RB",19-142,90,0,0,0,0,3,1,0,0,70,2,1,0,0.2,0.2,0.1,3,0,47,62,75.8,5,33,2,0,0,41.0,"LB,RB",2,0,1,1,0,2,4,50.0,2,0,0,0,1,3,2,0,41.0,"LB,RB",0,0,0,1,0,0,5,1,0,0,0,0,1,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,20
6,James Milner,6.0,eng ENG,DM,38-240,16,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,0,0,6.0,DM,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,6.0,DM,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,20
7,Jan Paul van Hecke,29.0,nl NED,CB,24-084,90,0,0,0,0,2,0,0,0,79,2,0,1,0.1,0.1,0.0,4,0,65,68,95.6,12,49,3,0,0,29.0,CB,2,1,2,0,0,1,1,100.0,0,1,1,0,0,2,5,0,29.0,CB,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,60.0,,,,,,,,,,,,,,,,,,,,,0,20
8,João Pedro,9.0,br BRA,"AM,FW",22-340,90,1,0,0,0,1,1,1,0,60,1,0,2,0.3,0.3,0.0,4,0,37,46,80.4,5,43,7,7,4,9.0,"AM,FW",1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,2,0,9.0,"AM,FW",1,0,0,1,3,0,3,0,0,0,0,0,5,2,3,40.0,,,,,,,,,,,,,,,,,,,,,0,20
9,Joël Veltman,34.0,nl NED,RB,32-229,71,0,0,0,0,1,0,0,0,45,3,0,0,0.1,0.1,0.0,2,0,27,39,69.2,1,18,2,1,1,34.0,RB,3,1,2,1,0,2,3,66.7,1,0,0,0,0,3,1,0,34.0,RB,0,0,0,1,4,0,1,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,20
10,Julio Enciso,10.0,py PAR,AM,20-221,6,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.1,3,0,5,9,55.6,0,4,1,0,0,10.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.0,AM,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,20
11,Kaoru Mitoma,22.0,jp JPN,LW,27-103,84,0,0,0,0,1,0,0,0,43,0,0,0,0.0,0.0,0.3,3,0,28,36,77.8,1,26,6,7,4,22.0,LW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.0,LW,0,0,0,0,0,0,4,0,0,0,0,0,5,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,20
12,Lewis Dunk,5.0,eng ENG,CB,32-284,90,0,0,0,0,0,0,0,0,111,1,1,2,0.0,0.0,0.4,3,0,100,104,96.2,12,71,2,0,0,5.0,CB,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,2,0,5.0,CB,0,0,0,0,0,0,0,1,0,0,0,0,7,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,20
13,Pervis Estupiñán,30.0,ec ECU,LB,26-223,19,0,0,0,0,2,0,0,0,24,0,0,0,0.0,0.0,0.1,3,0,20,23,87.0,7,16,3,0,0,30.0,LB,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30.0,LB,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,20
14,Simon Adingra,24.0,ci CIV,LW,22-243,6,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,4,5,80.0,0,5,0,2,0,24.0,LW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24.0,LW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,20
15,Yankuba Minteh,17.0,gm GAM,RW,20-040,71,0,0,0,0,2,1,1,0,19,1,0,0,0.4,0.4,0.0,3,1,6,12,50.0,0,11,0,3,1,17.0,RW,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,17.0,RW,1,0,0,0,2,1,4,0,1,0,0,0,2,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,20
0,15 Players,,,,,990,1,1,0,0,11,4,2,0,529,13,4,11,0.4,0.4,0.4,20,2,360,434,82.9,26,273,13,14,10,,,13,9,5,1,7,6,20,30.0,14,11,3,8,4,17,30,0,,,2,0,0,15,15,4,16,4,9,0,0,0,39,11,12,47.8,,,,,,,,,,,,,,,,,,,,,1,21
1,Ali Al Hamadi,16.0,iq IRQ,FW,22-183,10,0,0,0,0,0,0,1,0,5,1,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,1,0,0,0,16.0,FW,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,16.0,FW,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,21
2,Arijanet Muric,1.0,xk KVX,GK,25-298,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,1,0,32,41,78.0,0,25,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,4.0,1.0,3.0,75.0,1.1,2.0,9.0,22.2,36.0,6.0,16.7,24.7,4.0,75.0,58.8,21.0,1.0,4.8,1.0,13.5,1,21
3,Axel Tuanzebe,40.0,cd COD,RB,26-291,90,0,0,0,0,0,0,0,0,58,3,1,0,0.0,0.0,0.0,1,0,45,52,86.5,2,27,2,1,1,40.0,RB,3,3,1,0,2,2,2,100.0,0,0,0,0,1,4,4,0,40.0,RB,0,0,0,1,0,0,1,1,3,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,21
4,Chiedozie Ogbene,21.0,ie IRL,RW,27-122,87,0,0,0,0,0,0,0,0,24,4,0,0,0.0,0.0,0.0,2,0,12,16,75.0,0,12,1,1,0,21.0,RW,4,1,1,0,3,1,3,33.3,2,0,0,0,0,4,2,0,21.0,RW,0,0,0,2,3,1,2,0,1,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,21
5,Conor Chaplin,10.0,eng ENG,"AM,RW",27-197,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,1,1,0,0,0,10.0,"AM,RW",0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,10.0,"AM,RW",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,21
6,Jack Clarke,47.0,eng ENG,LW,23-282,10,0,0,0,0,2,0,0,0,7,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,5,0,0,0,47.0,LW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,47.0,LW,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,21
7,Jacob Greaves,24.0,eng ENG,CB,23-354,90,0,0,0,0,1,1,0,0,60,0,2,1,0.0,0.0,0.0,0,0,41,49,83.7,1,27,0,0,0,24.0,CB,0,0,0,0,0,0,0,,0,1,1,0,2,2,6,0,24.0,CB,0,0,0,1,0,0,0,2,0,0,0,0,1,3,4,42.9,,,,,,,,,,,,,,,,,,,,,1,21
8,Jens Cajuste,12.0,se SWE,DM,25-021,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,3,0,8,9,88.9,1,5,2,1,1,12.0,DM,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,12.0,DM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,21
9,Kalvin Phillips,8.0,eng ENG,DM,28-273,70,0,0,0,0,0,0,0,0,42,0,0,2,0.0,0.0,0.0,1,0,27,35,77.1,3,21,0,0,0,8.0,DM,0,0,0,0,0,0,3,0.0,3,2,1,1,0,0,0,0,8.0,DM,0,0,0,2,1,0,3,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,1,21
10,Leif Davis,3.0,eng ENG,LB,24-232,90,0,1,0,0,1,0,0,0,58,2,0,1,0.1,0.1,0.2,6,2,40,48,83.3,2,30,1,4,2,3.0,LB,2,2,1,0,1,1,3,33.3,2,1,0,1,0,2,2,0,3.0,LB,0,0,0,1,2,1,5,0,2,0,0,0,10,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,21
11,Liam Delap,19.0,eng ENG,FW,21-205,80,1,0,0,0,4,2,0,0,18,1,0,0,0.2,0.2,0.0,2,0,3,5,60.0,0,7,2,1,1,19.0,FW,1,1,0,1,0,0,0,,0,0,0,0,0,1,2,0,19.0,FW,0,0,0,4,3,1,0,0,1,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,21
12,Luke Woolfenden,6.0,eng ENG,CB,25-315,90,0,0,0,0,1,0,0,0,70,0,0,1,0.0,0.0,0.0,0,0,53,60,88.3,3,44,2,0,0,6.0,CB,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,7,0,6.0,CB,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,50.0,,,,,,,,,,,,,,,,,,,,,1,21
13,Omari Hutchinson,20.0,eng ENG,"AM,RW",20-306,90,0,0,0,0,2,1,0,0,44,1,0,3,0.1,0.1,0.0,0,0,29,32,90.6,3,25,0,3,2,20.0,"AM,RW",1,1,1,0,0,1,4,25.0,3,3,0,3,0,1,1,0,20.0,"AM,RW",0,0,0,1,3,0,1,0,1,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,21
14,Sam Morsy,5.0,eg EGY,DM,32-356,90,0,0,0,0,0,0,1,0,64,1,0,1,0.0,0.0,0.0,2,0,53,60,88.3,7,33,1,2,2,5.0,DM,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,3,0,5.0,DM,1,0,0,2,0,0,2,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,21
0,16 Players,,,,,990,1,1,0,0,9,4,3,0,545,11,6,9,0.9,0.9,0.9,17,2,383,469,81.7,29,327,14,20,14,,,11,7,6,4,1,2,12,16.7,10,9,3,6,6,17,13,0,,,3,0,0,15,15,0,26,6,7,0,0,0,30,12,11,52.2,,,,,,,,,,,,,,,,,,,,,0,21
1,Adama Traoré,11.0,es ESP,"RW,LW",28-219,90,1,0,0,0,1,1,1,0,35,0,0,2,0.2,0.2,0.3,3,0,21,27,77.8,2,28,6,6,5,11.0,"RW,LW",0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,11.0,"RW,LW",1,0,0,2,2,0,5,0,0,0,0,0,7,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,21
2,Alex Iwobi,17.0,ng NGA,LW,28-120,86,0,0,0,0,1,1,0,0,40,0,1,0,0.0,0.0,0.2,6,1,30,34,88.2,4,29,2,3,2,17.0,LW,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,17.0,LW,0,0,0,0,1,0,2,1,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,21
3,Andreas Pereira,18.0,br BRA,"RM,AM",28-243,86,0,0,0,0,0,0,0,0,58,0,1,0,0.0,0.0,0.2,3,0,30,54,55.6,3,29,0,2,1,18.0,"RM,AM",0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,18.0,"RM,AM",0,0,0,0,1,0,14,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,21
4,Antonee Robinson,33.0,us USA,LB,27-023,90,0,1,0,0,0,0,1,0,49,1,0,0,0.0,0.0,0.2,1,1,32,41,78.0,1,25,1,5,4,33.0,LB,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0,33.0,LB,1,0,0,2,1,0,4,0,1,0,0,0,2,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,21
5,Bernd Leno,1.0,de GER,GK,32-180,90,0,0,0,0,0,0,0,0,49,0,0,1,0.0,0.0,0.0,0,0,37,45,82.2,0,30,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,4.0,1.0,3.0,75.0,0.4,2.0,10.0,20.0,40.0,2.0,15.0,25.2,5.0,80.0,59.4,12.0,1.0,8.3,1.0,12.3,0,21
6,Calvin Bassey,3.0,ng NGA,CB,24-244,90,0,0,0,0,0,0,0,0,77,1,0,1,0.0,0.0,0.0,1,0,59,71,83.1,5,58,1,3,2,3.0,CB,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,2,0,3.0,CB,0,0,0,2,1,0,0,0,1,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,21
7,Emile Smith Rowe,32.0,eng ENG,LM,24-034,71,0,0,0,0,2,0,0,0,40,1,1,0,0.2,0.2,0.0,2,0,35,37,94.6,3,25,0,0,0,32.0,LM,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,32.0,LM,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,21
8,Harrison Reed,6.0,eng ENG,DM,29-217,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,6.0,DM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,6.0,DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,21
