index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%,home,game_id
1,Aaron Lennon,12.0,eng ENG,AM,29-254,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,0,173
2,Ashley Williams,5.0,wls WAL,CB,32-125,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0,173
3,Gareth Barry,18.0,eng ENG,DM,35-307,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,,,,,0,173
4,Idrissa Gana Gueye,17.0,sn SEN,DM,27-091,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,,,,,0,173
5,Joel Robles,1.0,es ESP,GK,26-192,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0,173
6,Kevin Mirallas,11.0,be BEL,AM,29-082,75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,0,173
7,Leighton Baines,3.0,eng ENG,DM,32-015,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,,,,,0,173
8,Mason Holgate,30.0,jm JAM,CB,20-065,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,173
9,Ramiro Funes Mori,25.0,ar ARG,CB,25-296,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,,,,,0,173
10,Romelu Lukaku,10.0,be BEL,FW,23-227,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,173
11,Ross Barkley,8.0,eng ENG,MF,23-021,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,0,173
12,Séamus Coleman,23.0,ie IRL,DM,28-076,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0,173
13,Tom Cleverley,15.0,eng ENG,MF,27-136,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,173
14,Tom Davies,26.0,eng ENG,MF,18-179,23,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,0,173
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,6.0,4.0,6.0,0.0,17.0,18.0,3.0,19.0,6.0,15.0,0.0,0.0,0.0,,,,,1,174
1,Andre Gray,7.0,jm JAM,FW,25-183,90,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,174
2,Ashley Barnes,10.0,eng ENG,FW,27-057,65,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,174
3,Ben Mee,6.0,eng ENG,CB,27-096,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,1,174
4,Dean Marney,8.0,eng ENG,CM,32-330,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,174
5,George Boyd,21.0,sct SCO,RM,31-085,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,1,174
6,Jeff Hendrick,13.0,ie IRL,CM,24-330,90,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,1,174
7,Jon Flanagan,4.0,eng ENG,RB,23-360,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,,,,,1,174
8,Jóhann Berg Guðmundsson,25.0,is ISL,"FW,MF",26-060,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,174
9,Michael Keane,5.0,eng ENG,CB,23-350,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,174
10,Sam Vokes,9.0,wls WAL,FW,27-066,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,174
11,Scott Arfield,37.0,ca CAN,LM,28-055,76,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,1,174
12,Stephen Ward,23.0,ie IRL,LB,31-128,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,,,,,1,174
13,Steven Defour,16.0,be BEL,MF,28-255,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,,,,1,174
14,Tom Heaton,1.0,eng ENG,GK,30-255,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,1,174
0,13 Players,,,,,990,0.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,18.0,16.0,4.0,15.0,9.0,25.0,0.0,0.0,0.0,,,,,0,174
1,Adam Clayton,8.0,eng ENG,CM,27-347,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,0,174
2,Adam Forshaw,34.0,eng ENG,CM,25-079,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,,,,,0,174
3,Adama Traoré,37.0,es ESP,"FW,MF",20-336,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,174
4,Antonio Barragán,17.0,es ESP,RB,29-197,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,0,174
5,Ben Gibson,6.0,eng ENG,CB,23-346,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,0,174
6,Calum Chambers,25.0,eng ENG,CB,21-341,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,,,,,0,174
7,Cristhian Stuani,18.0,uy URU,FW,30-075,85,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,0,174
8,Fábio,2.0,br BRA,LB,26-170,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,0,174
9,Gastón Ramírez,21.0,uy URU,FW,26-024,90,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,0,174
10,George Friend,3.0,eng ENG,"DF,MF",29-070,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,174
11,Marten de Roon,14.0,nl NED,CM,25-272,86,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,,,,,0,174
12,Víctor Valdés,26.0,es ESP,GK,34-347,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,75.0,0,174
13,Álvaro Negredo,10.0,es ESP,FW,31-128,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,174
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,26.0,11.0,3.0,0.0,12.0,6.0,1.0,18.0,11.0,13.0,0.0,0.0,0.0,,,,,1,175
1,Aaron Ramsey,8.0,wls WAL,MF,26-000,17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,175
2,Alex Iwobi,17.0,ng NGA,AM,20-237,70,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,1,175
3,Alexis Sánchez,7.0,cl CHI,AM,28-007,90,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,1,175
4,Francis Coquelin,34.0,fr FRA,DM,25-227,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,1,175
5,Gabriel Paulista,5.0,br BRA,CB,26-030,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,175
6,Granit Xhaka,29.0,ch SUI,DM,24-090,90,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,175
7,Héctor Bellerín,24.0,es ESP,RB,21-282,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,1,175
8,Kieran Gibbs,3.0,eng ENG,LB,27-091,70,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,1,175
9,Laurent Koscielny,6.0,fr FRA,CB,31-107,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,,,,,1,175
10,Lucas Pérez,9.0,es ESP,"FW,MF",28-107,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,1,175
11,Mesut Özil,11.0,de GER,AM,28-072,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,1,175
12,Nacho Monreal,18.0,es ESP,DF,30-304,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,175
13,Olivier Giroud,12.0,fr FRA,FW,30-087,90,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,175
14,Petr Čech,33.0,cz CZE,GK,34-220,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,1,175
0,13 Players,,,,,990,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,7.0,12.0,4.0,22.0,10.0,22.0,0.0,0.0,0.0,,,,,0,175
1,Allan Nyom,2.0,cm CMR,LB,28-230,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,,,,,0,175
2,Ben Foster,1.0,eng ENG,GK,33-267,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10.0,90.9,0,175
3,Chris Brunt,11.0,nir NIR,AM,32-012,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,,,,,0,175
4,Claudio Yacob,5.0,ar ARG,DM,29-161,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,,,,,0,175
5,Craig Dawson,25.0,eng ENG,RB,26-234,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,,,,,0,175
6,Darren Fletcher,24.0,sct SCO,DM,32-329,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,0,175
7,Gareth McAuley,23.0,nir NIR,CB,37-021,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,0,175
8,Hal Robson-Kanu,4.0,wls WAL,"FW,MF",27-219,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,175
9,James McClean,14.0,ie IRL,"DF,FW",27-248,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,175
10,Jonny Evans,6.0,nir NIR,CB,28-358,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,,,,,0,175
11,Matt Phillips,10.0,sct SCO,AM,25-288,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,,,,,0,175
12,Nacer Chadli,22.0,be BEL,AM,27-146,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,175
13,Salomón Rondón,9.0,ve VEN,FW,27-101,79,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,175
0,14 Players,,,,,990,3.0,3.0,0.0,0.0,26.0,9.0,1.0,0.0,6.0,9.0,4.0,24.0,8.0,10.0,0.0,0.0,0.0,,,,,1,176
1,Ander Herrera,21.0,es ESP,CM,27-134,83,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,1,176
2,Anthony Martial,11.0,fr FRA,"FW,MF",21-021,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,176
3,Antonio Valencia,25.0,ec ECU,RB,31-144,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,,,,,1,176
4,Daley Blind,17.0,nl NED,LB,26-292,90,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,,,,,1,176
5,David de Gea,1.0,es ESP,GK,26-049,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,75.0,1,176
6,Henrikh Mkhitaryan,22.0,am ARM,"FW,MF",27-340,29,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,1,176
7,Jesse Lingard,14.0,eng ENG,FW,24-011,61,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,176
8,Juan Mata,8.0,es ESP,FW,28-242,73,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,1,176
9,Marcos Rojo,5.0,ar ARG,CB,26-281,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,176
10,Marouane Fellaini,27.0,be BEL,MF,29-034,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,176
11,Michael Carrick,16.0,eng ENG,CM,35-151,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,176
12,Paul Pogba,6.0,fr FRA,CM,23-286,90,0.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,,,,,1,176
13,Phil Jones,4.0,eng ENG,CB,24-309,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,176
14,Zlatan Ibrahimović,9.0,se SWE,FW,35-084,90,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,1,176
0,13 Players,,,,,990,1.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,9.0,6.0,3.0,18.0,12.0,12.0,0.0,0.0,0.0,,,,,0,176
1,Billy Jones,2.0,eng ENG,RB,29-277,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0,176
2,Didier Ibrahim Ndong,17.0,ga GAB,CM,22-192,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,0,176
3,Donald Love,22.0,sct SCO,"DF,MF",22-024,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,176
4,Fabio Borini,9.0,it ITA,FW,25-272,90,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,0,176
5,Jason Denayer,4.0,be BEL,CM,21-181,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0,176
6,Jermain Defoe,18.0,eng ENG,FW,34-080,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0,176
7,Jordan Pickford,13.0,eng ENG,GK,22-294,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,66.7,0,176
8,Lamine Koné,23.0,ci CIV,CB,27-329,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0,176
9,Papy Djilobodji,5.0,sn SEN,CB,28-025,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,,,,,0,176
10,Patrick van Aanholt,3.0,nl NED,LB,26-119,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,,,,,0,176
11,Sebastian Larsson,7.0,se SWE,CM,31-203,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,,,,,0,176
12,Victor Anichebe,28.0,ng NGA,FW,28-247,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,0,176
13,Wahbi Khazri,10.0,tn TUN,"FW,MF",25-322,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,176
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,11.0,13.0,2.0,21.0,12.0,17.0,1.0,0.0,1.0,,,,,1,177
1,Adama Diomande,20.0,no NOR,FW,26-316,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,177
2,Ahmed Elmohamady,27.0,eg EGY,RM,29-108,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,,,,,1,177
3,Andrew Robertson,3.0,sct SCO,LM,22-290,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,,,,,1,177
4,Curtis Davies,6.0,sl SLE,CB,31-286,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,,,,1,177
5,David Marshall,23.0,sct SCO,GK,31-296,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,66.7,1,177
6,Dieumerci Mbokani,18.0,cd COD,FW,31-034,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,177
7,Harry Maguire,5.0,eng ENG,CB,23-296,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,,,,,1,177
8,Jake Livermore,14.0,eng ENG,CM,27-042,73,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,177
9,Markus Henriksen,22.0,no NOR,"DF,MF",24-154,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,1,177
10,Michael Dawson,21.0,eng ENG,CB,33-038,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,177
11,Robert Snodgrass,10.0,sct SCO,FW,29-110,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,,,,,1,177
12,Ryan Mason,25.0,eng ENG,MF,25-196,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,177
13,Sam Clucas,11.0,eng ENG,CM,26-092,77,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,1,177
14,Tom Huddlestone,8.0,eng ENG,CM,29-364,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,1,177
0,14 Players,,,,,990,2.0,1.0,1.0,1.0,16.0,6.0,0.0,0.0,14.0,10.0,1.0,16.0,6.0,5.0,0.0,1.0,0.0,,,,,0,177
1,Aleksandar Kolarov,11.0,rs SRB,DF,31-046,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,177
2,Bacary Sagna,3.0,fr FRA,RB,33-316,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,177
3,Claudio Bravo,1.0,cl CHI,GK,33-257,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0,177
4,David Silva,21.0,es ESP,AM,30-353,86,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,0,177
5,Fernandinho,25.0,br BRA,DM,31-236,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,177
6,Fernando,6.0,br BRA,"DF,MF",29-154,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,177
7,Gaël Clichy,22.0,fr FRA,LB,31-153,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,,,,,0,177
8,John Stones,24.0,eng ENG,CB,22-212,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,177
9,Kelechi Iheanacho,72.0,ng NGA,"FW,MF",20-084,34,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,177
10,Kevin De Bruyne,17.0,be BEL,FW,25-181,90,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,0,177
11,Nicolás Otamendi,30.0,ar ARG,CB,28-318,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,,,,,0,177
12,Nolito,9.0,es ESP,AM,30-072,56,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,177
13,Raheem Sterling,7.0,eng ENG,AM,22-018,90,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,0,177
14,Yaya Touré,42.0,ci CIV,DM,33-227,90,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,177
